GeneID	GSM4998462	GSM4998463	GSM4998464	GSM4998465	GSM4998466	GSM4998467	GSM4998468	GSM4998469	GSM4998470	GSM4998471	GSM4998475	GSM4998476	GSM4998477
130749	251	160	406	317	274	155	423	323	222	134	84	157	240
8609	531	3223	2470	2887	1107	780	2019	1060	3958	3380	2471	2542	3909
100423036	2	26	14	14	3	2	11	4	19	11	8	9	16
102465835	2	28	19	33	6	3	8	3	18	25	21	10	9
101927865	7	9	8	19	7	11	11	7	17	52	25	9	13
105373853	6	7	2	2	13	14	5	7	55	66	111	29	37
105373852	6	0	2	0	0	1	1	3	4	4	3	4	8
100302130	1	0	0	0	1	0	0	0	0	0	1	0	0
105373851	3	4	2	2	3	0	1	1	2	2	3	1	1
1385	1024	949	1280	1179	1168	1123	1349	1428	1103	1411	1429	1363	1341
151194	148	169	133	202	161	208	172	218	159	262	275	216	206
102724714	0	2	0	1	0	0	3	3	4	1	1	10	7
151195	929	348	363	300	726	1331	608	622	378	454	341	611	550
7855	588	448	466	399	499	608	547	470	593	375	304	466	451
100616361	4	1	1	2	4	7	4	2	1	2	3	2	8
389072	641	646	814	898	604	650	934	814	502	806	767	739	1221
105373854	0	0	0	0	0	0	0	0	0	0	0	0	0
100507443	0	0	0	0	0	0	0	0	0	0	0	0	0
1421	0	0	0	0	0	0	0	1	0	0	0	0	0
1420	0	0	0	0	0	0	0	0	0	0	0	0	0
1419	0	0	0	0	0	0	0	0	0	0	0	0	0
1418	0	0	0	0	0	0	0	0	0	0	0	0	0
389073	0	0	0	1	0	0	0	0	0	0	0	0	0
3417	1608	437	335	615	1706	1595	703	1639	822	842	733	879	1494
100507475	5	0	0	1	1	2	2	3	3	1	1	2	6
200576	1220	1449	1445	1663	1431	1415	1565	1844	1089	1631	2251	1771	1958
5746	10	2	2	4	6	1	4	1	2	33	379	81	93
105373855	1	0	0	0	2	0	0	0	0	10	27	6	12
101927960	0	0	0	0	1	0	2	0	0	2	48	3	12
105373857	0	1	0	0	0	0	0	0	0	4	25	1	5
105373856	2	0	0	1	0	1	0	0	0	2	37	1	14
4133	354	369	977	472	618	372	504	387	718	178	306	232	697
285175	6	14	21	47	6	3	4	11	1	7	32	7	9
6120	608	466	607	714	792	695	838	864	449	827	732	761	842
151050	636	549	797	769	640	651	848	983	278	537	649	525	615
101928020	122	55	114	57	96	119	145	195	33	52	72	62	124
112268429	9	0	5	3	5	3	6	6	2	4	5	4	4
107985977	39	33	65	25	38	31	49	65	12	28	30	29	28
33	51	7	25	31	33	17	20	49	0	0	8	3	9
4632	0	1	2	247	0	10	0	0	0	0	0	0	0
102724820	33	4	20	21	32	38	52	48	24	26	27	22	26
10314	702	592	726	788	950	821	921	953	317	705	559	665	574
1373	173	77	84	102	236	210	242	144	6	310	48	265	20
29034	1	0	1	1	2	1	1	1	0	6	1	4	0
107985978	0	0	0	0	0	0	0	0	0	0	0	0	0
2066	454	16	26	38	20	31	28	274	1	2	16	8	8
100313771	3	0	0	0	0	0	0	2	0	0	1	0	0
107985979	6	0	0	1	12	7	0	54	0	1	4	3	7
102725079	19	2	0	1	26	20	10	32	1	2	8	12	23
100616267	1	0	0	0	2	1	0	2	0	0	0	0	1
100616472	1	0	0	0	2	1	0	2	0	0	0	0	1
102725082	100	12	6	13	208	269	67	233	15	12	13	50	51
107985980	169	16	18	7	321	416	97	372	16	17	37	27	80
22807	2691	365	246	379	3686	4940	1578	3908	354	446	515	441	972
105373863	0	0	0	0	1	0	0	0	0	0	0	0	0
105373864	0	0	0	0	0	0	0	0	0	0	0	1	0
107985981	0	0	0	0	0	0	0	0	0	0	0	0	0
100130451	3	1	0	1	0	0	3	5	1	3	0	0	2
79582	657	274	320	345	780	717	613	791	149	262	441	314	401
100616375	0	0	0	0	0	0	0	0	0	0	0	0	0
101928084	0	0	0	1	1	0	0	1	0	0	0	2	1
402117	10	3	1	3	14	18	6	17	4	1	6	0	1
100885780	2	0	0	0	2	2	2	3	1	1	0	0	0
580	460	343	530	532	635	675	655	579	368	596	589	466	451
101928103	10	3	2	7	26	12	17	13	28	35	39	18	21
109617008	0	0	1	1	3	0	0	0	0	2	4	1	3
26154	138	6	5	12	284	82	124	77	786	117	107	567	1085
471	471	368	515	690	926	556	577	574	592	784	1148	978	718
2335	9804	178380	62107	107733	50253	17318	90608	34778	40046	202627	144153	242159	70326
112268430	145	2506	1008	1588	608	221	1046	373	524	2342	1435	2468	804
105373868	0	12	3	6	3	3	3	0	1	0	4	2	0
102724849	0	1	0	1	0	0	0	0	1	0	2	0	2
102724861	0	2	0	6	3	1	5	2	2	3	1	7	2
646324	6	35	5	17	10	7	23	12	11	39	5	14	5
105373869	3	40	5	10	6	2	6	6	151	436	105	255	82
105373870	0	0	0	1	1	2	0	4	0	0	0	0	1
55686	696	27	24	25	861	845	310	531	241	156	510	311	281
55825	117	83	108	129	107	88	158	195	62	53	85	114	137
92691	8	13	17	18	11	9	12	24	26	32	24	42	34
7520	2895	2389	2826	3412	4110	3599	3693	3825	2160	4379	4373	4081	4126
150967	99	98	93	110	148	108	123	114	97	114	89	118	109
57574	0	3	0	2	0	0	2	0	1	4	15	9	4
107985983	0	0	0	0	0	0	0	0	0	0	4	3	0
107985985	2	3	2	5	2	2	2	3	0	3	4	1	3
107985984	0	0	0	0	0	0	0	0	0	0	0	4	6
50485	455	305	323	408	553	481	471	624	389	508	502	526	727
100507554	240	168	245	294	362	233	164	188	71	160	200	188	163
6168	4762	2991	3755	4051	6113	5066	4452	5143	1594	3062	3643	4702	2422
101928156	9	3	1	5	13	9	8	9	35	29	11	7	11
101928180	0	2	1	2	1	2	2	0	1	8	2	4	1
105373871	0	9	6	5	0	0	1	0	2	1	1	2	3
101928232	0	0	0	0	0	0	0	0	0	0	0	1	1
3485	1040	1492	2023	1358	1972	2051	1303	695	232	790	1246	3830	1101
3488	6362	13018	15428	21272	7015	7086	18638	8087	1055	7293	13656	39977	7730
101928278	32	35	134	68	62	62	104	67	8	6	18	35	27
7141	0	1	4	5	0	0	1	0	2	0	0	1	4
105373876	1	1	10	5	6	4	1	6	0	0	3	3	1
101928327	1	1	1	8	2	2	4	0	0	0	4	3	0
105373874	15	5	34	29	16	26	43	21	2	5	9	13	6
105373873	23	11	48	22	15	26	34	23	1	7	5	15	15
105373872	1	0	1	7	3	1	4	2	0	0	0	2	0
105373877	0	8	14	12	3	1	17	6	2	6	3	6	5
729582	54	144	200	151	85	47	163	61	30	74	63	102	43
7145	7535	75084	89887	79611	29949	10697	62180	17010	3693	19292	6521	20192	4959
109623482	6	21	42	17	12	3	24	4	2	8	11	11	3
102465485	32	53	152	153	84	41	127	34	28	52	39	41	26
105373878	58	123	159	143	78	61	128	62	51	59	96	59	41
285180	34	5	2	4	50	21	20	35	193	13	71	10	135
3580	5	3	5	20	3	8	5	5	71	6	19	1	33
3579	485	229	36	193	674	666	191	241	14	14	43	215	126
3577	5	181	18	113	4	14	11	2	13	3	27	134	84
101928487	13	20	12	13	21	11	7	24	5	28	18	15	21
10109	3875	2376	2238	2790	5832	6113	3305	4359	2969	4334	4157	4572	4869
100189253	20	12	8	8	23	31	28	16	13	19	15	8	17
151306	9	38	15	35	28	28	32	40	4	26	35	23	24
14	999	623	745	828	1172	1071	873	947	577	1173	1020	1060	1351
25953	275	319	300	395	330	231	286	317	317	395	532	582	594
64114	4368	1940	2169	2234	4590	6013	3419	4302	2123	3303	1560	2823	4688
102465256	289	96	135	163	322	291	176	189	130	232	87	128	266
105373881	1	1	3	0	2	0	0	2	0	1	1	0	4
105373880	0	0	6	6	3	2	7	4	4	3	4	3	5
103689911	1	4	2	7	2	2	1	8	3	8	11	18	7
102466197	1	0	0	1	0	0	1	0	0	1	1	1	3
375307	4	16	4	19	2	1	2	3	3	11	6	18	7
101928513	1	3	1	7	1	2	1	0	0	3	1	9	2
6556	27	453	147	518	47	32	54	44	197	449	240	1181	693
58190	1366	1197	1672	1299	1523	1323	1407	1459	752	1514	1279	1382	1499
407017	6	1	12	4	6	8	7	7	3	11	7	7	10
7429	63	64	67	81	64	67	78	103	60	108	120	87	104
57695	559	547	612	689	621	575	665	778	589	852	1041	732	975
9125	635	541	629	621	840	770	790	837	668	1025	1661	1186	1292
84812	167	362	555	630	362	265	394	318	88	245	88	205	155
7701	813	997	1391	1176	1220	1036	1280	1001	802	1046	998	1098	1123
617	322	206	197	224	449	296	321	303	199	300	283	317	321
64320	182	157	208	187	210	197	177	186	180	235	231	223	320
27148	504	338	411	334	460	429	405	539	296	558	663	500	556
9654	400	319	386	239	501	445	444	577	693	525	1213	653	663
1593	311	422	526	503	192	153	400	550	197	193	814	425	195
107985986	4	4	18	4	9	3	11	16	3	5	13	6	4
53632	12	16	35	28	9	20	34	35	40	6	37	7	10
103504730	0	0	0	1	0	0	2	1	1	1	0	0	0
7475	36	10	18	6	45	41	37	48	235	33	149	17	53
80326	153	1	2	3	215	179	109	194	37	97	607	201	356
107984111	34	0	0	1	21	26	12	28	12	24	79	12	32
105373882	20	2	0	0	7	6	4	23	7	4	28	2	36
101928537	6	0	0	0	3	1	1	1	8	12	13	2	14
8941	0	1	1	7	0	0	2	0	2	5	1	1	0
151300	0	0	0	0	0	0	0	0	0	0	0	0	1
54738	0	0	0	0	0	0	0	0	0	0	0	0	0
1412	4	0	0	0	2	5	3	0	0	2	0	1	4
494324	2	0	1	0	0	3	0	0	0	0	0	0	1
100129175	14	0	0	0	0	1	1	8	0	0	1	0	1
255101	21	3	1	0	7	8	1	18	1	0	1	3	5
107985987	0	3	0	1	1	0	2	0	0	1	0	1	2
3549	12	1	7	0	2	7	3	0	0	1	0	1	0
100422957	0	0	1	0	0	0	1	0	0	0	0	0	1
79840	175	163	185	256	265	252	220	231	145	256	201	243	312
151295	105	38	29	13	114	157	40	88	69	99	51	51	208
27013	1120	728	843	918	1399	1581	978	1125	705	841	503	628	1063
79137	1356	805	861	992	1149	1291	1094	1389	672	1420	1275	1147	1793
130617	425	253	275	315	543	699	364	433	218	281	418	273	436
10058	393	207	284	339	713	495	387	352	211	444	565	314	745
79065	1116	754	748	864	1113	1148	867	932	564	1126	1203	851	1207
55139	988	342	563	479	841	723	610	991	731	944	844	547	1528
79411	79	46	61	111	57	71	86	110	91	137	145	145	131
8576	244	143	147	195	254	286	238	261	119	264	258	250	298
7277	1333	334	383	846	1841	1780	980	918	2697	3319	279	1850	4053
80086	1	1	12	4	3	7	5	15	21	28	2	13	25
3300	1800	1251	1790	1861	2124	1604	1444	1656	1440	2068	979	1359	2598
5798	0	20	19	74	4	1	4	2	10	65	12	308	69
406944	0	1	0	3	0	0	0	0	0	0	0	2	2
389075	0	0	0	0	0	0	0	0	1	1	0	1	0
107985835	0	0	0	0	0	0	0	0	0	2	0	0	1
105373883	0	2	5	0	3	3	6	2	0	2	3	0	3
23549	515	420	537	490	581	473	475	638	474	613	652	603	767
105373884	0	1	2	3	2	0	2	0	1	4	0	1	1
1674	6038	241349	112413	261297	82222	21025	124857	45547	2249	49037	1706	41647	2398
10290	700	5554	9081	6262	2817	865	4579	1020	827	2057	494	1401	2128
105373885	6	12	16	24	13	1	15	3	4	11	3	6	8
100996693	5	13	28	52	22	5	24	3	11	17	5	2	14
29926	351	191	184	243	347	285	184	265	278	563	358	376	495
55515	3	3	5	7	14	6	5	7	0	5	1	6	14
79586	868	536	633	531	532	393	463	639	569	2216	1670	1598	2242
130612	38	72	95	93	47	30	59	34	20	117	94	64	73
100423039	0	2	2	2	2	0	1	2	0	1	1	1	2
23363	935	1410	2095	1919	950	597	1378	1169	291	1397	1139	865	1304
3623	10	4	12	10	7	5	11	9	3	20	9	1	26
114790	371	254	275	225	503	326	251	321	428	628	561	349	842
6508	149	679	717	614	366	111	484	197	244	463	346	277	303
105373886	0	0	0	1	0	0	0	0	2	5	5	10	0
105373887	0	2	0	0	0	0	0	0	5	2	1	16	2
105373888	0	0	0	0	0	1	0	1	3	5	5	7	8
105373889	0	0	0	0	0	0	0	0	0	2	0	5	0
105373890	5	0	0	0	3	3	0	1	4	5	2	6	5
100422959	0	0	0	0	0	0	0	0	0	0	0	0	0
105373891	10	0	0	0	17	11	0	14	8	8	10	9	18
105373893	23	4	0	0	23	19	7	32	7	34	9	3	20
105373894	1	0	0	0	0	0	0	3	1	0	0	0	1
105373895	7	0	0	0	4	2	4	2	2	13	2	0	2
105373896	2	0	3	0	6	3	1	6	5	7	1	0	9
107985989	2	0	1	0	4	5	2	4	3	15	0	1	13
107985988	0	0	1	0	0	0	0	0	1	1	0	1	0
107985990	0	0	0	0	1	0	1	0	0	0	1	0	1
2043	282	359	536	479	459	372	455	602	415	1190	288	443	1392
105373897	0	0	0	0	0	0	0	0	0	0	0	0	1
105373899	3	0	0	0	0	0	0	2	1	0	3	0	24
105373898	2	0	0	0	0	0	0	0	1	0	0	0	4
105373900	8	0	0	0	0	0	0	4	9	17	6	1	31
5077	7	0	0	1	2	0	2	2	0	7	4	19	13
107985991	2	0	0	0	0	0	0	1	0	1	0	0	6
151278	0	1	0	0	0	0	0	0	0	0	0	0	0
440934	7	32	37	20	12	2	13	15	2	6	17	25	40
130367	966	45	18	20	1068	1006	384	791	495	68	960	257	1545
10056	606	336	436	484	861	698	693	658	445	974	632	741	540
105373902	18	13	18	2	24	23	17	26	21	30	27	19	16
116255	14	0	0	2	10	4	3	8	0	0	1	3	0
105373903	0	0	0	0	0	1	1	2	0	0	0	1	0
2181	2122	1049	1176	1261	1666	1550	1280	1850	902	908	1035	1370	1135
105373904	44	29	24	30	22	28	19	28	21	21	32	19	27
23704	38	963	205	695	243	86	281	98	66	540	189	646	85
105373905	2	1	5	1	9	6	3	3	6	18	6	35	6
105373906	0	1	0	0	0	0	0	0	0	0	0	1	0
105373907	0	0	0	0	0	0	0	0	1	0	0	0	0
7857	0	68	39	192	5	9	23	2	87	81	15	258	12
130340	95	19	15	33	120	94	50	130	23	41	46	93	78
57590	816	626	659	701	824	734	847	1086	825	1006	1186	1222	1489
65080	173	78	132	155	244	203	169	215	130	211	180	213	169
5270	405	1357	1864	1881	983	665	1062	633	254	1127	1288	3652	636
105373908	0	0	0	2	0	2	0	0	0	0	0	0	0
79843	23	10	33	20	38	40	41	43	15	28	29	170	26
