GeneID	GSM5828359	GSM5828360	GSM5828361	GSM5828362	GSM5828363	GSM5828364	GSM5828365	GSM5828366	GSM5828367	GSM5828368	GSM5828369	GSM5828370
54883	814	357	415	362	419	371	359	385	344	377	396	398
100616416	1	0	0	0	0	0	0	0	0	0	0	0
388381	0	1	0	1	0	1	0	0	0	0	0	1
9349	8273	4631	3404	5332	4273	3616	3940	2600	4983	4000	4394	2735
109617002	40	15	16	10	24	23	15	17	27	11	34	15
619505	23	6	21	5	10	12	14	6	14	3	5	8
100189435	0	0	1	0	0	0	0	0	0	0	0	0
100189052	0	0	0	0	0	0	0	0	0	0	0	0
100189090	0	2	0	0	0	2	1	2	0	1	1	0
3927	9163	3104	4955	4014	4224	4589	2907	3105	4821	3732	4882	3130
102465467	4	4	3	2	1	3	4	3	2	3	2	1
100505576	15	77	25	77	16	76	14	34	33	107	16	60
494188	0	3	0	0	0	0	2	8	7	0	0	1
105371767	1	3	3	1	1	12	0	6	1	1	0	8
105371766	0	0	0	0	0	0	0	1	0	2	0	0
342666	1	5	1	7	1	4	2	1	2	3	1	4
100131347	28	47	28	40	28	30	35	35	24	29	48	32
57125	512	737	643	822	372	679	579	590	787	698	1042	647
100189105	0	0	0	0	0	0	0	0	0	0	0	1
100189414	0	0	0	1	0	0	0	1	0	1	1	0
390790	1	2	1	5	0	2	2	1	0	2	1	2
105371768	13	12	6	17	7	70	10	7	10	51	8	14
782	129	97	84	114	117	376	111	78	132	310	65	86
6143	6901	4418	4948	7548	6594	5022	5589	4834	6242	4580	4488	3727
342667	20	5	0	5	1	38	1	7	3	2	1	5
101929578	0	2	0	2	4	4	0	2	1	3	2	2
84961	1368	1477	1437	1616	1644	1779	965	1363	1124	1481	1397	1348
113839521	0	3	3	6	2	4	0	5	0	5	2	3
5469	2939	1452	2282	1738	2435	1855	1649	2134	2595	1697	2256	1887
51755	3414	2166	3395	2270	3543	2223	2279	2509	2934	2147	2730	2598
105371770	3	6	2	4	11	4	2	7	3	4	3	16
105371771	3	1	0	0	2	3	0	4	0	0	0	1
4761	0	2	7	3	1	1	0	2	1	0	0	0
84152	22	73	17	28	28	195	4	95	26	41	5	98
10948	7179	553	760	776	890	683	557	620	1169	641	981	563
8557	12	5	3	5	3	1871	3	5	4	2572	7	7
5409	52	4	3	5	2	18	3	19	3	18	1	12
93210	9497	562	591	914	682	825	354	659	629	626	391	715
2064	54742	3551	2923	6613	1694	4324	1648	3383	3669	2592	1732	4321
100616132	48	4	2	5	1	3	0	4	4	1	1	3
84299	7979	253	466	357	400	331	277	205	401	230	353	245
2886	11502	601	614	1215	419	705	483	520	829	403	920	518
22806	2061	1017	1313	1590	1112	1124	882	3165	234	1970	1384	1574
124626	2	0	0	1	0	0	0	4	0	9	0	1
55876	459	86	161	103	219	90	78	64	67	78	77	70
94103	9217	660	928	840	1414	899	529	673	607	955	873	585
100505591	3	20	14	23	9	10	12	26	7	26	1	18
112268187	3	3	3	6	5	5	3	9	1	7	1	8
284110	2666	81	43	18	4	67	41	33	236	56	330	37
5709	41453	1053	2375	1542	2643	1382	1527	1421	2049	1244	2657	1415
1440	1561	48	122	17	48	389	233	498	122	102	229	76
9862	15434	849	1473	1116	1330	1104	803	1142	1158	987	1168	943
102466757	17	4	2	2	1	2	4	2	1	1	1	4
101340251	55	2	6	4	3	3	3	5	8	12	6	5
7067	5878	841	784	1543	414	1173	480	988	512	1298	640	841
9572	874	172	414	447	124	405	323	408	278	264	600	169
339287	4930	1716	2317	2236	2159	1972	1680	2017	2202	1915	2724	1917
22794	6900	2087	2300	3128	1778	2730	1480	2991	1761	2503	2072	2734
102466986	0	0	0	0	1	0	1	0	0	1	1	0
51195	3566	2731	1803	4944	1888	2479	1746	2678	1007	1390	679	3786
102465523	2	1	5	2	3	1	2	2	2	1	1	3
147179	5414	1370	1641	1713	1429	1627	1189	1639	1132	1167	1477	1689
990	4366	173	879	118	995	81	314	110	275	113	1095	98
5914	1023	437	632	678	291	829	427	735	585	747	524	596
105371934	52	21	28	39	17	65	31	25	38	55	37	40
101929693	66	54	49	53	25	99	39	75	42	76	41	64
125111	396	267	326	335	532	234	300	187	417	215	360	274
7153	5411	3100	7773	1248	10298	884	3989	902	4890	792	5736	640
3487	6818	12927	9168	10890	3756	13061	8216	10470	9722	11585	10210	8152
107985064	30	145	85	52	19	134	68	131	41	79	84	127
84951	696	683	3695	957	1167	446	2646	1830	1513	387	7645	830
105371773	12	7	9	0	2	4	5	7	2	2	12	4
101059954	30	9	18	3	2	1	13	15	1	6	18	4
107985090	0	0	4	1	2	1	1	5	2	3	1	1
1236	158	128	134	106	117	253	241	455	66	577	311	157
6605	995	1449	2199	1605	1484	1437	1050	1637	588	1391	1289	1621
125113	3	46	17	69	1	74	6	70	5	55	4	72
105371775	0	0	0	1	0	2	0	2	0	3	1	0
192666	59	609	10	6	2	219	56	246	1	1765	3	12
147183	0	0	0	0	0	2	0	0	0	0	0	1
353288	0	0	0	0	0	0	0	0	0	0	2	0
342574	0	0	0	0	0	2	0	0	0	1	0	3
162605	0	0	0	0	0	0	0	0	0	1	0	0
105371776	0	0	1	0	0	1	0	0	0	0	0	0
3858	423	218	7133	394	329	134	547	228	293	177	277	297
147184	102	117	350	152	112	86	254	93	125	102	269	102
105371777	3	3	27	0	4	7	2	3	16	7	3	9
3859	0	1	19	0	0	5	2	0	0	1	0	1
54474	1	4	150	2	5	0	2	1	0	5	0	3
25984	82	166	3171	167	5	359	310	124	1924	159	72	194
107985072	6	24	310	15	1	34	32	11	172	21	7	15
390792	1	0	1	0	1	0	2	1	1	0	1	1
125115	2	6	85	12	1	19	3	12	4	3	0	4
85293	0	0	1	0	0	1	0	0	0	0	0	0
83897	1	36	1	166	0	4	2	33	0	0	0	11
83896	0	0	16	0	0	0	0	0	7	0	0	1
83895	0	0	0	0	0	0	0	1	2	0	4	0
728255	0	0	0	0	0	0	0	0	0	0	0	0
81850	0	0	0	0	0	0	0	0	0	0	0	1
81851	0	0	1	0	0	0	0	4	0	0	0	0
81872	0	0	0	0	0	0	0	0	0	0	0	0
728279	0	0	0	0	0	0	0	0	0	0	0	0
730755	0	0	0	0	0	0	0	0	0	0	0	0
85294	0	0	0	0	0	0	0	0	0	0	0	0
100132476	0	0	0	0	0	0	0	0	0	0	0	0
728224	0	1	1	1	0	0	0	1	0	1	0	0
100132386	0	1	0	0	0	0	0	0	0	0	0	0
653240	0	0	0	0	0	0	0	0	0	3	0	1
83755	0	0	0	0	0	0	0	0	0	1	0	0
81871	0	0	0	0	0	0	0	0	0	0	0	1
85289	0	0	0	0	0	0	0	0	0	0	0	0
84616	0	0	0	0	0	0	0	0	0	0	0	0
85290	0	0	0	0	0	0	0	0	0	0	0	0
85291	0	0	0	0	0	0	0	0	0	0	0	0
85285	0	0	1	0	15	0	3	0	9	0	0	0
728318	0	0	0	0	0	0	2	0	0	0	0	0
83899	0	0	0	0	0	0	0	0	0	0	0	0
83900	0	0	0	0	0	0	0	0	0	0	0	0
83901	0	0	0	0	0	0	0	0	0	0	0	0
85280	0	0	0	0	0	0	0	0	0	0	0	0
81870	0	0	0	0	0	0	0	0	0	0	0	0
100507608	0	0	0	0	0	0	0	0	0	0	0	0
100505724	0	0	0	0	0	0	0	0	0	0	0	0
100533177	0	0	1	0	1	0	0	0	0	0	0	0
100505753	0	1	1	0	0	0	0	0	0	0	0	0
83902	0	0	0	2	0	0	1	0	0	0	0	0
3883	3	29	23	38	9	34	3	22	2	19	4	20
105371778	0	0	4	0	4	0	2	0	0	0	1	0
3884	2	0	2	1	1	2	3	0	1	0	0	1
3885	12	7	19	15	5	0	17	5	2	1	43	5
3881	63	336	268	50	97	61	67	125	4	27	88	80
100505782	16	57	36	19	18	16	6	22	0	13	28	51
8688	2	191	20	7	14	14	3	13	0	10	29	47
8687	3	181	9	7	18	16	4	23	1	9	0	49
3882	26	291	48	215	4	139	13	120	0	80	18	291
3886	4	115	6	10	1	55	2	45	0	10	4	101
8689	2	68	5	23	7	46	7	38	0	13	6	66
3860	48864	323750	43108	789852	18480	380785	50230	410143	2449	222666	16009	490546
3866	2548	26903	23907	18983	2346	10945	2921	10648	244	6385	1215	13324
102466658	505	5779	4479	3221	383	2034	555	1911	59	1330	211	2638
3880	5267	7922	26784	10533	18089	8063	2493	7853	7242	3941	6687	4531
147093	0	1	1	0	2	0	1	2	3	1	0	1
3857	7	13	18	3	0	0	4	2	10	5	39	6
3861	54708	5180	12256	6434	640	2017	22737	5401	4524	3977	249660	7800
3868	24426	3837	12020	10149	5541	2979	13176	6294	10057	5027	96345	7805
3872	30113	822	22341	2362	67187	1483	44728	2588	21456	1422	66600	2755
284116	28	0	37	2	2888	26	257	7	6	3	19	2
10209	4715	4731	7504	7261	5617	9199	5269	8092	6624	7246	6679	6643
2520	9	0	1	0	9	0	4	0	4	0	28	0
9001	144	18	142	24	368	35	699	23	83	49	64	22
3728	8810	12690	20975	28018	10636	13864	14621	15635	10424	9241	23980	17786
10609	459	148	623	240	678	187	335	136	794	206	619	166
60681	1209	871	1743	845	1396	1200	1351	947	4360	1160	2295	872
115024	361	319	498	480	905	307	401	305	397	346	301	297
317719	2	16	16	15	4	11	8	13	11	24	6	26
55175	1177	1279	1817	1219	1967	1075	1138	1145	1257	982	1376	1169
47	3497	2042	5459	2696	4982	3063	3364	2862	6248	2506	6610	2834
83538	11	3	21	20	7	22	21	16	17	15	12	5
1267	2142	2118	2259	3011	2477	2629	1716	2059	2907	2161	2032	2034
7266	714	784	1050	872	1228	749	817	815	919	860	1066	818
28511	519	461	694	742	988	695	664	606	628	554	791	544
201181	10	20	119	28	20	32	33	38	40	18	8	15
110806298	51	65	89	86	37	64	41	61	74	60	26	57
79132	524	259	181	316	257	313	374	238	625	304	301	196
2648	626	638	889	773	1211	592	695	577	718	636	883	711
94086	0	4	2	5	3	7	6	3	6	11	4	8
5878	1345	887	1478	1373	1549	1414	1419	1147	1425	1087	1407	1021
105371781	11	14	12	12	16	19	17	13	27	17	16	9
23415	22	8	26	9	8	7	8	16	29	18	4	5
3060	0	0	0	0	0	2	0	2	0	1	0	0
84514	297	368	358	487	142	415	255	293	183	319	378	350
6777	1553	2139	1884	2687	1916	3435	1616	3289	1660	3270	1955	2982
6776	1176	1056	1059	1345	584	1753	820	1602	780	1720	1074	1386
6774	6482	7073	8571	7755	5868	11273	6845	11276	8705	8395	8113	8568
284119	6771	9162	5223	16257	5272	16230	5743	15520	6873	16836	12273	14397
102725238	171	235	153	394	139	410	173	409	235	405	384	336
535	1370	1188	1076	1579	1444	1609	1112	1398	1420	1420	1370	1435
100847030	11	7	3	2	10	3	8	1	6	6	5	9
100847046	36	31	30	37	41	42	27	30	42	47	36	39
4669	650	626	732	874	885	731	488	490	625	675	665	541
108783654	130	172	239	252	277	194	173	131	295	199	127	176
3292	113	127	242	182	240	132	134	101	394	155	137	155
80347	801	686	1223	995	1110	491	971	673	613	542	1141	740
6945	806	688	1068	867	861	804	828	728	1001	745	933	609
29893	107	102	149	127	153	104	133	89	113	106	128	110
162427	1674	2022	2396	2660	2094	2339	1391	1653	1828	2071	2023	2223
7283	490	270	647	347	710	260	376	245	548	264	1013	292
27175	139	275	309	353	528	247	270	223	240	299	223	254
79990	366	762	918	1397	525	879	402	457	461	637	716	769
2826	10	12	24	49	10	35	15	28	20	28	22	18
8506	247	326	436	492	213	573	353	393	673	459	600	427
2145	434	986	666	1561	553	1454	563	1277	467	1356	578	1306
102466195	0	0	1	3	0	1	1	1	0	0	1	1
100190938	13	44	53	50	36	132	39	76	24	83	22	111
10266	47	67	70	141	48	132	60	74	41	69	54	88
84313	497	497	904	798	954	539	536	376	673	410	774	544
65266	19	243	382	1041	39	330	28	411	33	148	49	599
28958	384	460	632	676	640	466	246	345	282	389	299	335
124817	217	283	405	297	288	263	282	310	275	320	269	323
8678	935	1143	1588	1262	1215	1200	1092	1176	1146	1219	1101	1179
102465468	2	3	4	2	2	4	3	1	3	3	4	2
107985007	0	0	0	1	1	0	3	0	0	0	1	2
10197	2167	1537	3284	1778	3402	1980	2523	2294	2691	1516	2639	2178
314	33	46	47	36	60	46	51	35	140	41	33	49
8639	403	3029	969	4922	630	4641	976	5614	1618	5648	883	3979
90586	9	32	11	94	10	58	18	45	16	74	8	32
388387	0	13	8	12	1	5	2	5	0	12	3	3
2538	0	0	1	0	0	0	0	1	1	1	0	0
100885850	102	88	142	141	127	110	124	105	101	125	114	97
80755	98	77	135	123	120	89	120	90	88	85	112	87
100885848	11	30	21	40	20	57	16	52	34	118	10	25
146923	383	379	576	504	694	501	439	433	428	411	365	474
6155	295	186	334	401	646	158	491	144	412	208	341	152
3430	863	187	322	266	723	370	429	221	1033	337	581	214
10493	2829	5306	3723	8044	2421	8807	2530	6394	3514	5843	2417	6566
8153	25	81	86	139	437	89	80	129	32	87	11	141
672	739	534	1197	384	1798	275	662	348	680	283	1047	308
10230	131	140	137	148	197	148	127	99	169	122	147	136
101929767	14	37	42	38	29	26	18	37	36	32	22	58
4077	2509	4102	3892	4236	3782	4795	2730	3885	3107	4100	3389	3666
113277	306	217	235	213	200	285	172	214	208	201	256	220
100874261	51	74	49	44	46	74	31	52	26	47	51	48
6066	0	1	0	1	1	0	3	3	2	4	0	0
105371785	4	5	6	15	3	5	7	10	13	6	13	9
100130581	31	55	61	63	23	77	28	72	84	94	94	52
379	293	474	380	601	288	441	265	584	205	360	464	575
106660605	0	2	0	0	4	0	44	0	7	0	0	2
100313779	0	0	0	0	2	0	9	0	0	0	0	0
1659	1491	1440	2046	1718	2455	1673	1651	1841	2013	1486	1904	1620
2118	441	96	203	107	332	89	415	92	675	97	312	144
4222	142	267	183	424	108	609	133	244	149	481	154	373
105371786	2	1	4	1	3	11	0	3	1	2	2	3
107985085	0	0	0	0	0	2	3	2	0	0	0	2
50964	2	0	29	0	32	5	545	5	0	1	6	3
1845	1719	2265	1710	3156	2438	3205	1511	3346	2154	3489	2031	2783
284067	0	2	4	0	1	0	1	2	1	0	2	0
4356	133	107	119	101	452	109	348	150	116	100	203	131
107984979	0	0	0	2	1	0	1	0	0	0	1	1
146894	0	36	1	32	0	41	4	56	14	100	2	43
107985077	0	2	0	6	0	1	0	6	2	7	0	4
4355	46	138	91	280	80	184	91	281	248	284	81	274
105371787	0	0	0	0	0	0	0	0	0	1	0	0
23591	1	0	0	0	0	0	0	0	0	0	1	0
107985086	0	0	1	2	0	2	0	0	0	1	1	2
102724183	0	0	0	1	0	0	0	0	0	5	2	2
107546764	0	0	0	1	0	0	0	0	0	0	0	0
5539	0	0	0	0	0	0	0	1	0	1	0	1
5697	0	2	0	1	3	1	1	2	1	2	2	1
162417	67	62	73	62	74	38	152	46	146	50	169	74
84336	365	425	388	499	469	402	333	293	357	404	477	346
124801	754	621	986	676	1220	591	791	559	1015	515	950	679
92579	307	264	316	360	471	323	286	262	275	330	147	236
10014	835	1443	1180	2820	877	1913	841	1708	1084	1931	1005	1946
105371789	13	7	32	17	10	10	12	16	14	9	11	13
78995	91	79	141	42	351	27	123	39	114	23	126	29
92591	44	78	77	106	141	147	47	63	43	124	79	86
339201	56	109	83	132	188	114	66	63	65	96	99	96
79089	478	445	646	685	641	595	470	662	520	589	676	532
56970	1314	1381	1904	1824	2008	1547	1539	1475	1638	1330	1829	1586
101926967	15	44	38	61	44	27	31	42	37	36	33	48
7343	1969	1599	1919	2255	2301	1927	1601	1926	1653	1708	2050	1953
102465469	1	2	0	1	1	0	0	1	1	0	2	2
6521	1	1	14	10	8	143	5	44	13	103	4	18
105371790	0	0	0	0	1	0	0	0	0	0	0	0
101926996	3	8	38	3	564	15	12	9	79	15	31	4
10900	7	16	23	23	184	34	20	3	153	57	62	19
51629	1386	1010	1766	1730	1580	1361	1079	1249	1779	1038	1513	1188
2896	10617	8787	8048	12101	7228	12590	5464	9302	8566	7841	7340	9363
284069	75	98	165	254	152	137	71	135	76	87	231	116
3674	16	43	37	24	40	76	31	27	21	37	61	15
23131	1352	1728	1706	1798	2584	1773	1637	1709	1572	1666	1956	1989
105371791	3	0	0	3	0	1	2	3	2	0	0	0
2535	252	167	362	128	319	123	149	99	180	185	214	120
101927017	0	0	0	0	0	0	0	0	0	0	0	0
284071	14	34	33	22	46	42	26	30	19	37	66	60
124808	330	345	478	360	448	343	320	322	389	317	454	315
105371792	32	26	46	47	51	38	42	41	50	27	53	38
80174	200	125	205	128	334	83	178	99	216	90	161	88
107985044	15	11	11	14	22	3	9	4	20	12	13	6
4185	7	36	33	77	82	29	14	29	26	28	6	52
10052	447	534	847	897	1061	604	483	985	740	1020	2193	877
51751	18	28	32	33	40	27	15	18	24	35	27	40
9343	2418	1730	3133	1724	3890	1616	1823	1659	2417	1366	2665	1678
388389	16	13	30	44	15	20	8	10	22	20	21	10
2670	7	6	19	21	6	13	11	6	21	18	21	11
100528020	1	2	3	11	1	2	2	0	3	4	2	3
105371793	10	3	9	2	9	1	8	0	6	1	11	2
146909	432	173	577	166	916	53	462	97	287	60	601	68
102466734	1	1	2	1	7	0	2	0	1	0	0	0
10882	7	20	27	63	48	16	32	28	10	45	132	42
107987243	4	13	7	11	8	12	10	8	2	7	2	10
79877	308	390	453	546	1067	540	327	438	259	410	307	395
4836	1785	1631	2315	2121	2762	1821	1627	1830	1784	1671	2189	1938
113026	321	628	737	1080	234	987	424	681	268	793	490	952
102465470	3	6	6	13	7	8	5	9	1	11	6	10
79777	98	204	125	298	139	233	82	212	137	304	115	199
10614	855	1369	1172	1667	1100	1562	981	1383	1155	1436	1099	1494
124790	86	179	154	186	174	131	90	134	107	219	101	138
112268203	21	42	37	45	45	31	22	47	19	61	26	32
105371795	24	31	36	59	56	23	18	22	43	37	37	24
339192	29	23	15	24	9	30	24	24	15	34	25	32
752	1059	689	690	1015	604	1312	735	1122	664	1192	927	872
107985040	155	82	76	112	74	137	92	133	71	152	121	102
100133991	53	63	52	87	68	78	47	75	50	77	42	81
124783	5	11	5	10	12	11	3	12	5	15	8	10
9020	486	773	443	1008	297	1009	450	1079	399	992	613	934
105371796	0	0	0	2	0	0	0	2	0	1	0	1
201176	933	2267	1114	4364	1468	3461	1108	2839	1290	2547	943	3113
9842	760	1463	1418	3183	1663	2826	1012	2668	906	2090	1054	2558
100423004	34	61	64	137	84	136	46	110	39	69	38	76
105369225	73	100	67	134	112	88	49	89	43	77	49	120
55073	877	1453	1540	2665	1764	1955	875	2240	1503	2562	1074	3185
105376839	4	6	7	14	14	2	5	9	3	7	4	4
644172	2	3	3	2	1	2	1	3	3	1	1	2
147081	225	474	526	847	671	548	305	650	412	459	286	804
104909134	31	67	68	87	94	58	43	93	73	59	30	105
105371802	0	0	1	3	0	3	0	0	1	0	0	0
107985028	0	0	0	0	0	0	0	1	0	0	0	0
1394	0	1	1	3	3	0	1	1	12	4	0	4
100128977	0	0	0	0	0	0	0	0	0	0	0	1
162540	0	0	0	0	0	0	0	0	0	0	0	0
4137	32	300	40	405	46	444	68	547	78	471	26	439
100130148	1	12	1	6	4	7	0	3	3	4	0	9
105371800	2	14	1	14	0	9	2	9	6	7	5	23
246744	0	1	0	2	0	0	1	9	3	0	0	2
284058	1888	2320	2389	2696	2261	2419	1893	2629	2100	2751	2244	2565
107985027	209	230	184	150	347	227	186	154	231	252	246	277
644246	12	12	19	13	12	22	21	19	14	20	24	8
100506084	206	214	325	399	150	106	225	285	126	173	410	345
9884	309	394	473	544	250	225	313	372	184	266	490	515
107987254	79	103	113	173	84	68	88	112	40	72	143	222
728806	183	161	260	261	212	140	199	192	132	127	325	223
51326	680	725	1012	1109	656	468	728	711	440	579	1193	1180
474170	538	598	769	936	482	466	522	600	310	452	908	926
644297	77	91	110	161	75	65	70	96	43	64	140	177
4905	1483	1443	2243	1927	2085	1626	1252	1716	1271	1262	2230	1635
7473	10	81	65	85	266	52	84	61	56	39	179	116
101929777	0	8	0	5	1	0	0	2	0	0	0	13
7484	4	13	16	3	11	4	10	11	8	7	8	8
105371798	0	0	0	0	0	0	0	0	0	0	1	0
112268191	0	3	0	1	0	0	0	0	0	4	2	0
9570	1272	1359	1590	1687	2027	1774	1415	1583	1245	1485	2620	1862
100847067	0	0	0	0	1	0	0	0	0	0	0	0
388394	0	5	0	4	0	14	0	5	1	10	1	2
101927060	228	638	346	631	317	659	257	829	357	719	310	748
996	2234	2522	3492	2266	3639	2812	2314	2805	2347	2421	7033	2647
4635	2	3	1	3	3	8	0	8	1	6	6	1
3690	463	730	322	615	249	2044	578	1716	764	1224	738	1278
107985029	3	3	4	1	0	9	1	5	6	11	6	12
102724508	11	16	3	15	3	27	16	33	12	20	15	24
124989	129	369	319	410	111	439	178	520	413	437	202	499
653479	68	87	86	87	115	70	74	87	79	101	132	77
