GeneID	GSM8003764	GSM8003765	GSM8003766	GSM8003767	GSM8003768	GSM8003771	GSM8003773	GSM8003774	GSM8003776	GSM8003777	GSM8003780	GSM8003781
100873947	14	28	9	10	10	9	2	14	6	12	10	9
348840	0	1	1	1	1	0	0	0	0	0	0	0
107986177	0	0	1	0	0	0	0	0	1	1	0	0
728262	224	1228	1082	591	471	2023	1237	1367	760	1316	1615	1966
105379426	89	520	119	115	262	367	206	424	31	107	247	331
101928669	12	20	10	6	24	26	0	31	0	0	25	16
101059949	15	28	7	17	25	80	2	32	0	2	28	47
107987361	0	3	1	0	1	6	1	2	0	2	2	2
152687	863	1832	615	1070	2114	2070	714	1897	356	1221	2208	2035
255403	187	460	168	355	500	712	180	563	21	80	678	327
642280	35	131	30	33	124	276	125	395	72	166	165	263
107986244	3	2	2	2	6	9	10	10	0	0	6	7
654254	18	42	9	14	96	135	13	179	1	28	103	69
105374336	0	0	0	0	0	0	0	0	0	0	1	0
7700	726	1614	617	1163	1531	1772	465	2196	107	452	2026	1820
693156	3	5	1	4	9	5	1	6	0	0	6	2
79963	287	589	256	333	506	818	307	1066	118	362	743	702
170960	1323	4643	1364	2230	3845	4676	2401	6653	655	3669	4717	5718
54872	1715	2307	1425	1861	2042	2104	768	2232	214	353	1941	2059
112441426	0	0	0	0	0	0	0	0	0	0	0	0
105374338	0	0	0	0	0	0	0	0	0	0	0	0
5158	430	222	620	646	866	1440	1056	406	402	578	330	388
101928521	14	12	35	14	57	131	20	5	4	24	11	20
521	4227	2565	2495	3897	2147	1489	2263	2603	1352	1662	2145	1299
4636	2594	1247	1143	2447	1154	693	1251	1187	660	831	962	600
84179	122	146	194	243	116	117	121	123	58	52	157	154
107986245	0	0	0	0	0	1	0	0	0	0	0	0
10336	627	1169	565	718	825	1019	1787	1311	561	1011	764	1693
107986246	2	2	0	0	2	0	0	0	0	0	2	1
107986211	132	213	116	133	187	178	270	207	86	128	138	308
100129917	3	8	5	6	12	7	1	7	0	0	10	9
10815	4	18	7	13	12	37	70	3	51	46	12	16
105374339	0	0	0	0	1	1	0	0	1	0	0	0
105374340	0	0	0	2	1	0	0	0	0	0	0	0
2580	1083	2269	1606	2034	2070	2022	4731	2577	3365	3087	2275	2837
105374341	0	0	1	0	2	2	0	1	0	0	0	5
84286	650	633	694	815	665	660	626	939	267	334	671	899
1609	212	272	227	231	169	228	618	273	193	244	163	331
10861	210	153	82	212	139	165	164	209	48	64	165	253
3425	854	548	538	767	312	631	1386	1056	559	589	503	967
53834	112	161	391	246	124	348	337	94	253	147	195	168
105374343	0	0	0	0	1	0	0	0	0	0	0	0
285498	150	626	44	123	271	115	120	85	80	124	437	186
105374344	0	2	0	1	3	0	0	0	0	0	3	2
100379220	0	0	1	0	2	0	0	0	0	0	1	0
10417	174	413	229	876	320	385	728	214	95	145	195	427
100130872	0	0	0	0	4	1	1	0	0	0	2	4
101928548	1	5	4	3	1	3	2	1	0	0	1	2
285463	220	275	293	395	258	243	197	271	113	143	207	189
1487	1280	1454	1443	1849	1260	1298	1952	1408	1487	1818	1210	1332
92070	14	28	14	39	26	22	21	16	9	12	24	27
105374347	0	0	0	0	0	0	0	0	0	0	0	0
105374346	0	0	0	0	0	0	0	0	0	0	0	0
10296	887	895	781	1058	715	723	2544	808	2333	2977	998	857
57654	802	873	752	970	693	1121	3802	1886	4139	6067	1123	1533
54729	0	0	0	0	1	0	0	1	0	0	0	0
105374348	0	0	0	0	0	0	0	0	0	1	0	0
152877	12	41	13	13	19	22	39	32	12	49	14	42
105374349	0	0	0	0	0	1	0	0	0	0	0	0
7884	484	858	490	868	692	618	493	615	238	467	671	475
92305	154	112	159	131	105	67	49	105	27	27	126	77
10460	195	496	323	413	281	705	586	108	231	179	156	308
112268460	19	54	20	40	27	64	53	11	21	22	18	31
2261	786	266	77	1126	572	335	2323	4747	5220	4377	2563	1758
3954	951	1165	1383	1308	1188	898	3051	1355	2449	2907	1693	1528
7468	1291	2187	1178	2067	1624	2530	3133	1107	1483	1880	1839	2344
677770	49	7	46	26	3	24	300	24	83	13	5	6
7469	283	428	353	354	276	296	668	510	716	740	412	358
100126332	7	24	9	12	13	10	49	28	39	68	15	16
401115	6	13	15	5	1	5	10	14	2	2	10	3
339983	3	1	6	5	1	2	14	0	3	15	111	25
353497	57	239	144	162	224	485	169	227	149	131	336	263
79441	222	621	270	499	575	665	167	539	52	77	524	531
10608	200	357	258	281	320	207	304	194	275	141	191	185
100616358	0	0	0	1	2	1	0	0	0	0	0	0
57732	141	311	247	474	268	234	528	285	438	466	301	324
105374352	0	0	0	1	0	1	0	0	0	0	2	0
107986249	0	1	0	0	1	2	0	0	0	0	0	3
402160	25	67	12	28	8	26	468	3	237	490	54	122
105374353	0	0	0	0	1	0	0	0	0	0	0	0
107986250	0	0	0	0	0	0	0	0	0	0	0	0
6047	759	1262	849	947	1188	828	574	911	210	573	802	816
8603	1620	3450	2041	2497	2635	3205	3493	2085	2782	3534	2857	3462
79155	201	380	325	310	250	239	754	312	547	471	214	225
102723763	0	0	0	0	0	0	0	0	0	4	0	0
6452	4233	7416	4669	4167	5924	4124	3499	2023	2402	3926	2159	3206
118	5089	8823	4858	6687	9480	5948	7369	7091	5868	6112	7102	5218
10227	810	1275	720	980	774	822	646	1091	311	255	522	845
317648	98	258	185	198	188	255	1485	333	1636	2070	183	342
8602	804	1915	1180	1586	1643	1456	4183	2818	4678	5119	1441	1868
2868	50	87	44	105	99	181	170	164	104	179	222	367
100750326	0	0	0	0	1	0	0	0	0	0	0	0
3064	4150	6078	5849	6635	6772	6091	3841	6434	1749	2220	6454	5852
345222	1	4	5	2	9	8	39	3	37	46	8	12
6002	936	1053	667	1229	1122	1207	1134	1270	750	803	796	1088
3083	1	3	1	7	3	8	31	6	32	25	15	24
105374354	0	0	0	0	0	0	0	0	0	0	0	1
285489	39	15	21	42	12	20	50	210	160	99	99	71
105374355	1	0	0	1	0	0	0	1	0	2	0	0
4043	1334	1693	1585	2043	1629	867	2727	1542	3905	4343	1679	1222
285492	20	2	0	4	11	2	97	0	119	174	172	200
112268461	0	0	0	0	0	0	0	0	0	0	0	0
105374357	0	0	0	0	0	0	0	0	0	0	0	5
100133461	0	0	0	0	0	0	0	0	0	0	0	0
107986251	0	0	1	0	1	0	2	1	0	0	5	1
152	124	14	37	18	50	76	74	158	84	67	266	82
348926	281	243	154	304	160	175	82	222	62	165	236	178
105374358	1	0	0	0	0	0	0	1	0	0	1	0
105374359	0	4	3	3	4	3	2	5	4	4	1	7
101928217	3	24	2	6	18	10	4	0	3	3	7	22
107986252	4	9	0	0	3	5	0	0	0	0	1	4
133060	1	0	0	0	0	0	0	0	4	0	1	0
85013	122	187	141	221	223	136	65	182	17	38	206	97
55646	157	455	322	338	348	321	820	380	500	471	189	257
166793	78	159	122	115	165	206	82	159	33	48	178	215
112268462	0	0	0	0	0	0	0	0	0	0	0	0
27065	8	15	30	34	27	22	105	289	29	7	40	80
107986253	0	0	0	0	1	0	0	0	0	0	0	0
53407	345	967	507	700	853	617	1604	783	1478	1582	1280	1135
104472519	0	0	0	0	0	0	0	0	0	0	0	0
107986254	0	0	2	1	11	3	0	0	0	0	3	3
100507266	0	0	0	1	3	1	0	0	0	0	2	1
101928237	0	1	0	0	1	0	0	0	0	0	0	0
109623454	0	0	0	0	0	0	0	0	0	0	0	0
101928279	0	2	0	0	0	0	0	0	0	0	0	0
103695434	0	0	0	0	0	0	0	0	0	0	0	0
4487	26	11	23	15	23	6	5	8	7	4	11	11
101928306	0	0	0	0	0	0	0	0	0	0	0	0
107986218	0	0	0	0	0	0	0	0	0	0	0	0
54360	6	5	62	67	56	79	31	21	3	9	11	16
107986256	0	0	0	0	0	0	0	0	0	0	0	0
55351	671	197	638	913	778	784	495	28	616	1160	1165	430
105374362	1	1	0	5	9	5	0	0	1	1	5	0
10141	13	29	7	9	8	12	2	5	1	1	5	6
132884	599	1868	1054	1044	871	1158	2053	1516	1326	1560	1701	2199
2121	2691	7371	4620	6520	4525	5519	14583	4130	13996	12666	10282	10314
1400	128	243	187	196	313	262	160	122	114	146	259	259
389197	2	10	12	20	24	37	10	4	2	3	2	6
100616201	0	0	0	0	0	0	0	0	0	0	0	0
152789	58	113	75	115	130	218	145	34	10	29	15	29
285484	0	0	0	0	0	0	0	0	0	0	0	0
105374364	0	0	0	0	0	0	0	0	0	0	0	0
7466	1445	871	1683	1560	989	989	1760	2939	1509	1181	1427	1296
107986257	0	0	0	0	0	0	0	0	0	0	1	0
5522	31	20	0	2	1	355	27	127	9	48	3	11
105374365	0	0	0	0	0	0	0	0	0	0	0	0
23324	992	1056	1268	1564	1212	982	906	1169	405	616	699	810
93621	518	646	730	812	607	397	657	536	455	491	458	371
105374366	1	1	2	0	1	0	1	3	0	0	3	2
93622	13	14	14	22	14	6	20	41	28	7	9	6
339988	0	0	0	1	1	0	0	1	0	0	0	0
6286	4	3	5	29	2	6	39	2397	58	0	7	2
114932	287	285	352	367	308	177	442	313	477	388	230	264
105378240	0	0	0	0	0	0	0	0	0	0	0	0
55330	12	29	23	36	24	7	2	10	6	14	12	10
105374367	0	0	0	0	0	0	0	0	0	0	0	0
9778	2266	2774	2500	2587	3322	2262	1276	2849	630	1446	3459	2594
57533	2143	3746	4271	3061	3708	2413	10703	2168	11056	18018	5047	4357
100129931	9	5	1	6	8	0	1	3	1	0	7	5
257236	11	13	16	10	10	4	19	7	34	40	14	14
93624	124	316	232	189	390	179	351	150	334	824	344	288
80273	438	527	564	681	741	317	355	416	423	551	589	325
105374368	0	0	1	0	0	0	0	0	0	0	0	0
105374370	0	0	0	0	3	0	0	0	0	0	0	0
730971	0	0	0	0	1	1	0	0	2	0	0	0
57537	25	303	75	158	166	496	338	270	298	242	431	269
105374371	0	1	0	0	0	0	0	0	0	0	0	0
100616471	0	0	0	0	0	0	0	0	0	0	0	0
768239	2	4	0	3	3	5	1	2	0	0	8	1
100422826	0	0	0	0	0	0	0	0	0	0	0	0
107986258	0	0	0	0	1	0	0	0	0	0	0	0
84740	76	206	110	140	141	143	208	77	90	131	65	123
60312	681	1034	958	919	1125	1207	781	567	311	416	571	885
389199	24	24	32	22	36	26	8	16	2	6	16	28
84448	238	449	407	305	217	441	461	68	373	466	324	353
407052	8	7	9	7	4	5	0	1	0	0	0	2
54436	676	966	1829	1421	1021	571	1605	849	1510	2149	722	1031
105374373	0	3	0	2	1	0	0	3	0	0	0	1
94031	49	398	74	436	62	45	59	186	21	17	26	34
112268463	0	0	0	1	0	0	0	0	0	0	0	0
105374374	0	0	0	0	0	0	0	0	0	0	0	0
8310	647	1277	524	886	637	657	614	1878	254	694	903	1010
105374376	0	0	0	1	0	0	0	0	0	0	1	0
152992	296	422	251	350	378	486	358	775	236	288	645	624
27201	0	1	0	0	0	1	0	4	3	0	0	0
8532	19	26	43	38	23	54	44	323	29	9	12	73
101928532	0	0	0	0	0	0	0	0	0	0	0	0
3166	0	0	0	2	0	0	0	0	0	0	0	0
105374474	0	0	0	0	0	0	0	0	0	0	0	0
105369250	10	14	12	24	6	3	4	9	2	2	16	26
100287045	1	4	9	2	1	2	0	5	0	7	1	0
100287144	38	100	21	136	39	31	161	277	50	200	126	152
100287178	161	439	157	673	157	107	521	741	255	219	444	485
100287205	105	266	71	404	101	59	284	445	83	109	261	310
100287238	113	237	75	317	78	78	302	347	169	120	259	275
100288520	212	859	151	994	266	211	1140	1582	397	541	905	1268
100287327	150	424	120	629	110	118	435	617	227	145	335	474
100287364	122	363	128	512	116	95	398	573	178	164	343	425
100287404	83	212	66	319	73	57	200	324	77	74	221	265
100287441	156	321	122	458	118	98	461	656	188	269	371	494
100287478	90	199	57	240	63	48	235	380	79	106	182	252
100287513	140	406	173	483	158	119	561	686	135	200	527	563
728369	147	241	73	310	79	69	211	367	94	72	256	290
728373	151	246	72	324	74	73	230	392	93	69	265	317
728379	142	243	71	304	63	80	219	409	84	72	251	314
728386	145	261	72	301	67	73	207	404	91	71	233	307
728393	149	252	72	297	68	66	213	379	83	86	232	317
728400	171	332	76	398	81	78	237	468	89	84	298	356
728405	210	476	99	531	105	101	325	642	113	119	428	472
391627	226	561	129	615	136	107	436	743	206	203	541	619
728419	173	418	98	434	93	86	361	621	104	146	404	528
391622	121	390	142	434	111	94	266	501	129	118	425	425
644414	0	0	0	0	0	0	0	0	0	0	0	0
100302277	2	3	0	2	4	1	4	10	0	0	1	7
56606	1386	1310	862	1963	1177	584	1137	1518	494	483	2034	2016
1816	4	12	14	8	8	2	40	14	36	35	15	28
105374476	0	6	4	3	3	0	0	7	0	1	4	6
9948	4192	6356	6427	7234	6946	4494	3757	5125	1504	3683	5740	4504
100423011	0	0	0	0	0	0	0	0	0	0	3	0
105374478	0	0	0	0	0	0	0	0	0	0	0	0
107986260	0	0	0	2	0	0	0	0	0	0	0	0
85460	135	518	151	226	488	396	128	406	41	71	396	236
116449	28	115	56	56	76	116	222	28	396	250	596	782
105374482	0	0	0	0	0	0	0	1	0	0	0	1
105374481	0	0	0	0	1	2	0	0	0	0	1	2
105374480	0	0	0	0	0	0	0	0	0	0	1	0
102723525	0	0	0	0	0	0	0	0	0	0	0	0
105374479	0	0	0	0	0	0	0	0	0	0	0	0
105374488	0	0	0	0	0	0	0	0	0	0	0	0
693157	0	0	0	0	0	0	0	0	0	0	0	0
9957	60	94	242	65	75	28	258	104	13	16	82	105
107986178	1	0	1	0	3	0	0	1	0	0	4	1
105374484	0	0	0	0	0	0	0	0	0	0	0	0
105374483	0	0	0	0	0	0	0	0	0	0	1	1
113218507	0	0	0	0	0	0	0	0	0	0	0	0
105374489	0	0	0	0	0	0	0	0	0	0	0	0
107986179	0	0	0	0	0	0	0	0	0	0	0	0
107986180	0	0	0	0	0	0	0	0	0	0	0	0
101929019	0	0	0	0	0	0	0	0	0	0	0	0
105374492	0	0	0	0	0	0	0	0	0	1	0	0
105374490	0	0	0	0	0	0	0	0	0	0	0	0
107986181	0	0	0	0	0	0	0	0	0	0	0	1
105374493	1	4	0	2	2	3	0	0	0	0	1	1
105374494	1	1	0	3	2	1	0	3	0	0	1	3
9364	207	671	293	430	520	470	205	460	119	140	563	442
105374495	0	0	0	0	0	0	0	0	0	0	0	0
285547	0	0	0	0	0	0	0	0	0	0	0	0
579	0	0	0	3	1	0	0	0	0	4	0	0
285548	0	0	0	0	0	1	0	0	0	0	0	0
259282	3092	7652	4461	6021	7099	5672	5720	5955	3968	4733	6980	7040
100847023	0	0	0	0	0	0	0	0	0	0	0	0
101929071	0	0	0	0	0	0	0	0	0	0	0	0
107986183	0	0	0	0	0	0	0	0	0	0	0	0
107986184	0	0	0	0	0	0	0	0	0	0	1	0
101929048	0	0	0	0	0	0	0	0	0	0	5	0
107986182	0	0	0	0	0	0	0	0	0	0	0	2
152742	0	0	0	0	0	0	0	0	0	0	0	0
201853	3	0	0	0	0	0	0	0	0	0	0	0
105374496	0	0	0	0	0	0	0	0	0	0	0	0
441009	5	0	0	1	4	1	2	0	0	0	0	5
105374498	0	0	0	2	1	0	0	0	0	0	3	1
132864	1884	1081	1349	2066	1989	1415	764	416	274	441	1146	1009
101929095	1	1	1	2	3	1	0	0	0	0	2	1
105374501	0	0	0	2	0	0	0	0	0	0	1	0
114905	63	100	67	125	138	100	74	113	88	60	134	115
107986185	0	0	0	0	1	0	0	0	0	0	0	0
57545	1299	1401	1130	1665	2637	1397	1714	1045	1723	2232	2136	1789
26234	3572	3570	3151	4763	6747	2260	1062	2145	802	1549	3111	2228
285550	90	118	46	69	155	117	23	73	10	28	140	140
683	137	82	145	191	317	165	96	160	58	46	183	197
107986186	0	0	0	0	0	0	0	0	0	0	0	1
952	128	211	184	197	300	315	343	55	10	14	40	92
9982	0	0	0	0	0	1	0	3	1	0	4	2
83888	3	35	7	5	7	2	1	3	3	0	5	4
8842	3820	75	223	2489	62	462	348	473	56	70	3901	2484
107986261	0	0	0	0	0	0	0	0	0	0	0	0
105374502	0	0	0	1	0	0	0	0	0	0	0	0
202018	713	949	587	903	1108	564	167	623	101	212	1176	673
107986187	4	2	0	2	3	1	0	3	0	0	5	1
202020	64	64	35	90	57	44	19	52	10	4	142	93
105374505	0	0	0	1	3	0	0	0	0	0	0	0
9079	939	2372	1179	1916	5331	1151	551	592	645	1128	1628	1367
107986188	0	0	0	6	22	0	0	0	0	1	2	0
105374507	0	0	0	0	0	0	0	0	0	0	0	0
101929123	0	0	0	0	0	0	0	0	0	0	0	0
107986219	1	0	0	0	0	0	0	0	0	0	0	2
109616994	0	0	0	0	0	0	0	0	0	0	0	0
5860	1085	861	562	943	1009	449	699	575	530	1594	1178	623
645104	0	0	0	1	1	1	0	0	0	4	2	0
51056	3349	3950	4753	5611	5652	2416	3195	1262	1237	1838	2416	2200
80306	363	561	365	466	697	438	391	555	146	309	528	550
27146	31	48	58	45	75	61	240	64	276	328	126	189
54876	281	696	296	428	576	566	71	444	27	87	500	380
64151	127	331	67	152	139	435	46	11	4	3	46	112
254251	124	365	176	308	374	322	168	262	60	70	373	329
107986220	0	0	0	0	0	0	0	0	0	0	0	0
107986262	0	0	0	0	0	0	0	0	0	0	0	0
105374510	0	0	0	0	0	0	0	0	0	0	0	1
107986263	0	0	0	0	0	0	0	0	0	0	0	0
107986264	0	0	0	0	0	0	0	0	0	0	0	0
105374511	0	0	0	0	0	0	0	0	0	0	0	0
105374513	0	0	0	0	0	0	0	0	0	0	0	0
105374514	0	0	0	0	0	0	0	0	0	0	0	0
9353	261	330	575	377	915	845	1200	2832	428	579	1504	2235
100505893	0	0	0	0	0	0	0	0	0	0	1	1
407000	1	1	0	1	1	0	0	5	0	0	0	2
105374515	0	0	0	0	0	0	0	0	0	0	0	0
133015	360	583	291	337	491	419	170	568	21	82	490	481
80333	118	254	173	183	219	115	32	137	18	9	253	218
102465859	0	0	0	0	0	0	0	0	0	0	2	0
105374516	0	0	0	0	0	0	0	0	0	0	0	0
112268323	0	0	0	0	4	1	0	0	0	0	1	0
359822	1	0	0	0	1	2	0	0	0	0	0	0
100505912	4	1	0	3	0	2	0	3	0	1	0	0
105374519	0	0	0	1	1	0	0	0	0	0	1	0
166647	2080	2174	1088	2193	1781	1600	463	1742	164	230	2490	1411
113219450	0	0	0	1	0	0	0	0	0	0	0	0
105374520	7	0	0	2	0	0	0	0	0	0	1	0
57733	901	155	215	1148	1938	245	658	4	547	1434	1303	675
107986265	0	0	0	0	1	0	0	0	0	0	0	0
105374521	1	0	2	2	4	1	0	0	0	0	0	4
105374524	0	0	0	0	0	1	1	0	2	0	0	2
105374523	0	0	0	0	0	0	0	0	0	0	0	0
105374525	0	1	0	0	2	0	0	0	0	0	0	0
105374528	0	0	0	0	0	0	0	0	0	0	0	0
105374527	0	0	0	0	0	0	0	0	0	0	8	1
10891	563	1756	741	696	860	611	8599	700	8012	11486	11817	6902
693158	5	10	15	14	28	14	0	13	1	0	5	9
1665	2558	5129	3654	3769	5332	4471	3415	4646	3296	3991	5257	5188
107986266	0	0	0	0	0	0	0	0	0	0	0	0
6649	191	160	236	122	154	253	261	215	113	119	284	370
91050	246	645	356	421	481	334	483	456	305	400	497	458
102723675	6	11	30	9	29	15	4	8	3	1	57	46
55203	30	35	150	42	83	39	15	37	28	17	163	191
105374534	0	0	0	0	0	0	0	0	0	0	0	1
51091	708	1170	430	906	1118	519	186	505	113	246	805	577
285540	1	1	0	2	1	1	0	0	0	0	2	1
105374535	1	0	0	2	1	0	0	2	0	0	1	3
55300	417	537	258	481	590	287	143	454	63	101	350	333
29063	199	381	207	275	355	309	172	337	52	121	335	256
29945	900	1816	774	960	1383	1306	464	2257	108	224	1210	1480
105374536	0	0	0	2	0	0	0	0	0	0	0	1
101929161	0	0	0	0	0	0	0	0	0	0	0	0
10568	8669	93	3542	11108	282	370	484	42	157	174	1049	1325
23231	5437	6922	4009	8892	6844	3586	785	4814	299	404	1427	1305
102723733	1	2	1	4	2	2	0	1	0	0	0	0
105374538	0	0	1	4	2	0	0	0	0	0	0	0
389203	148	221	90	251	132	77	62	149	41	83	124	78
105374540	0	0	0	0	0	0	0	0	0	0	0	0
105374541	0	0	0	0	0	0	0	0	0	0	0	0
3516	1704	2746	2265	2465	2772	2631	620	1487	300	535	1598	1256
105374545	0	0	0	0	0	0	0	0	0	0	0	0
105374542	0	0	0	0	0	0	0	0	0	0	0	0
886	0	2	0	0	0	0	5	1	12	28	1	8
55296	991	1519	513	878	1621	1194	403	956	218	481	1623	1602
105374546	0	0	0	0	0	0	0	0	0	0	0	0
57620	800	883	772	893	1441	754	840	827	322	442	688	817
101929199	0	0	0	0	0	1	0	0	0	0	0	1
105374547	0	0	0	0	0	0	0	0	0	0	0	0
