GeneID	GSM2188250	GSM2188251	GSM2188252	GSM2188253	GSM2188254	GSM2188255
100287102	3	3	2	11	4	9
653635	1156	561	660	1019	901	965
102466751	54	12	35	35	59	36
107985730	7	2	2	4	2	1
100302278	1	0	1	0	2	1
645520	4	1	1	2	11	1
79501	0	0	0	0	0	0
100996442	75	47	42	166	64	52
729737	366	199	198	895	277	163
102725121	2	2	2	13	10	14
102723897	1264	590	784	1198	1048	977
102465909	31	6	21	27	26	25
107985721	8	1	1	2	6	2
112268260	34	17	14	106	26	28
729759	1	0	0	0	1	1
100132287	380	136	230	529	235	201
105378947	6	1	2	10	1	3
101928626	1	0	1	0	0	0
113219467	11356	15298	13898	18000	6308	4824
81399	8	4	5	10	5	6
100133331	430	133	294	534	269	252
107984841	71	31	69	68	37	46
107984847	100	40	92	77	52	83
107984849	17	7	18	29	13	13
100288069	83	39	54	84	32	66
105378580	47	19	19	62	39	26
400728	13	4	11	13	9	16
79854	74	26	30	69	57	52
643837	514	252	293	475	268	197
107984850	1	27	1	12	2	0
284593	2	3	2	6	2	0
284600	20	10	24	4	9	2
100130417	238	97	95	12	97	89
107985728	235	112	91	19	109	60
148398	590	247	234	358	398	222
26155	1619	1520	1131	2644	1234	1558
339451	376	128	163	312	193	161
84069	42	76	38	170	115	101
84808	37	21	21	71	43	18
57801	459	552	151	837	552	110
9636	292	173	508	1347	606	118
375790	8679	8003	9070	9929	7759	4295
100288175	35	39	24	47	12	6
112267874	98	48	25	71	19	5
105378948	212	113	91	132	45	13
401934	28	26	17	178	1	0
54991	260	193	160	450	196	161
254099	26	13	12	22	1	0
406984	5	6	5	5	1	0
406983	10	7	19	2	3	0
554210	23	11	16	16	5	1
100506376	15	6	2	9	0	3
254173	35	22	20	32	7	1
8784	2	3	6	91	41	13
7293	52	33	18	202	207	112
51150	3915	4359	3635	5305	3161	2917
126792	470	363	331	709	417	376
388581	39	37	95	26	102	22
118424	888	1039	787	1617	818	655
101928895	93	30	61	67	85	57
6339	254	71	207	264	208	97
116983	1385	976	1005	1253	953	982
102465434	1	0	0	1	1	1
109623456	11	5	7	7	5	10
126789	165	181	112	321	116	111
54973	2370	1321	1191	2487	1278	1588
102465435	14	2	5	12	1	5
80772	1339	938	588	1169	396	710
83756	55	21	24	111	30	59
1855	1897	1325	1166	3021	1064	2615
102466740	5	2	2	5	1	4
54587	1124	587	805	4593	905	360
54998	1654	2091	1355	2404	1075	1537
81669	3859	1714	2805	6177	4318	3875
148413	649	482	400	1028	422	421
55052	1496	1559	1122	2403	1049	1276
107984868	19	6	6	62	11	2
441869	153	75	88	1523	55	22
105378585	18	8	7	55	6	3
643965	2	10	2	17	0	0
102724312	12	16	14	145	25	5
107985729	12	13	11	56	13	3
64856	1897	1627	1124	4125	3105	992
219293	350	302	226	331	154	199
83858	885	587	572	1181	517	797
55210	610	647	351	1262	369	607
339453	25	7	11	35	8	9
29101	1928	2259	1440	3360	1209	1561
643988	87	49	89	348	66	411
105378586	13	6	8	31	8	90
142678	2069	1161	1167	1480	1342	1550
8510	149	35	43	199	84	32
984	1536	1121	954	2135	1208	1077
728661	2981	1299	1215	2991	1315	1677
8511	86	13	28	113	31	12
728642	1243	624	838	1892	1060	817
9906	1736	621	711	1901	1079	805
112268218	119	89	73	282	110	75
65220	1402	1117	1018	2610	990	888
2782	7545	8504	5408	10240	5553	8273
105378949	31	20	9	19	9	14
163688	24	3	17	4	8	9
339456	15	15	23	44	5	13
85452	3	5	2	14	21	3
107984872	0	0	2	4	1	0
105378589	2	0	1	14	17	10
2563	9	5	6	51	206	47
105378590	0	0	6	4	0	0
105378591	1	0	4	1	1	1
5590	830	700	720	1067	308	970
100506504	79	35	50	72	51	57
199990	869	964	699	1321	584	797
112268219	167	73	148	80	122	81
105378593	21	14	28	10	22	13
6497	1923	1163	1283	2213	1507	711
79906	335	214	299	206	180	111
100129534	117	82	81	114	50	72
11079	2870	3608	2245	3733	2222	2082
5192	786	836	606	1039	635	577
9651	528	301	1877	299	553	44
55229	716	545	416	818	302	997
388585	4	0	2	44	10	7
115110	590	291	454	1889	847	1078
8764	1906	1060	1752	3495	4203	3041
100996583	7	5	11	17	12	5
127281	1164	1028	636	1667	653	591
79258	186	164	90	530	97	67
105378597	18	9	6	156	3	1
100287898	93	38	108	15	84	24
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	1	0	0	0
112268220	0	0	2	1	0	0
107985732	0	1	1	0	0	0
105378600	0	0	1	0	0	0
105378598	7	2	16	1	4	0
107984904	0	0	0	0	0	0
105378599	0	0	1	0	0	0
140625	0	0	0	0	0	0
440556	11029	3155	1673	433	9	1519
63976	2023	551	634	196	27	1205
100422968	0	0	0	0	0	0
105378606	42	53	24	1	0	5
107984909	19	6	8	1	1	5
105378605	1048	269	190	446	0	736
105378604	20	40	7	10	1	9
27237	1245	817	903	1255	815	265
1953	573	325	464	506	957	174
105378608	2	0	1	3	6	3
693135	0	0	0	0	0	0
105378607	0	0	0	0	0	0
127262	1930	2542	2104	1810	1174	1296
49856	382	250	198	702	237	265
7161	28	7	14	391	31	22
105378610	2	1	1	10	2	2
105378609	0	0	0	0	1	0
57212	1050	509	711	1193	767	917
148870	6	1	6	3	3	8
388588	77	91	100	111	43	41
57470	1609	1297	1142	1999	968	1267
9731	1175	916	948	1479	597	1092
1677	264	85	135	601	127	106
107984910	18	5	15	12	6	6
339448	655	331	403	1135	439	386
100133612	12	3	13	6	60	14
728716	0	0	1	2	0	0
105376672	1	0	0	0	0	0
105376673	0	0	0	1	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	1	0	0	0	0	0
107985376	0	0	1	1	1	0
55966	934	379	471	46	210	18
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	17	9	3	4	0	0
105376686	34	13	9	3	0	0
100616421	0	1	0	0	0	0
261734	354	232	294	409	219	169
8514	418	1629	2402	713	1239	188
26038	111	53	82	227	3	710
105376687	0	1	0	0	0	3
6146	9965	13091	6527	24017	11425	12850
107985733	100	110	77	75	93	106
102724450	45	29	43	26	10	5
388591	830	343	470	804	486	508
23463	2881	3097	2564	2967	1322	1923
148645	6	1	6	3	2	2
390992	0	0	0	0	0	0
387509	138	272	212	645	82	37
11332	510	2915	2358	525	1535	624
54626	46	138	89	42	34	1
83715	997	1876	2475	1019	548	21
100422975	0	0	0	0	0	0
8718	309	130	226	539	314	65
57449	654	275	502	792	409	145
79707	619	256	383	894	455	440
80835	23	2	8	162	0	0
107984912	2	0	0	19	0	0
3104	759	336	491	581	551	429
9903	3787	1452	1168	2865	703	2157
107984913	37	12	13	15	11	7
148479	650	569	395	961	310	200
90326	1404	706	564	892	470	534
55735	4307	1935	1737	1397	809	1418
100505887	0	0	0	0	0	0
110841581	38	22	8	22	6	6
23261	991	1304	714	1228	735	1063
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	2	1	0	0	0	0
105376691	1	1	0	0	0	0
105376689	52	36	54	113	39	315
9341	1985	2217	1509	2595	1714	1757
8863	1739	385	526	688	666	1144
10911	2	0	1	5	38	2
3604	11	5	9	92	603	26
11315	3690	4995	2884	7455	3651	4413
54206	3452	6575	7153	1074	2841	704
107984915	0	0	0	0	1	0
102724539	3	0	3	1	2	0
105376695	2	2	1	1	2	1
50651	128	111	111	47	60	27
473	4544	4752	5151	5652	3124	4212
102724552	14	6	11	10	19	3
106632271	2	0	0	0	0	1
2023	42939	42267	23703	51228	41789	22425
102465436	1	3	5	6	3	0
100505975	29	21	14	15	9	13
112268261	5	2	0	1	5	0
765	0	0	0	0	2	0
155184	0	1	0	1	0	0
6518	248	417	1337	115	1405	141
80045	442	216	195	2131	146	313
106614088	187	85	88	732	419	168
407040	6	2	3	6	4	2
102724571	9	12	6	53	31	14
9563	1815	1770	1883	3427	2077	1553
80176	412	1275	530	922	672	301
100506022	83	56	41	21	27	21
84275	793	512	452	628	121	279
199953	787	347	358	517	240	649
107985734	9	5	7	20	4	8
105376712	0	0	1	0	2	0
5293	604	617	410	699	1095	538
644997	0	1	0	1	3	2
101929074	17	56	37	12	30	25
22883	7162	4922	4542	8913	3504	3296
56998	647	590	600	1650	290	427
105376717	34	23	37	107	17	26
84328	1137	690	598	1754	612	876
64802	740	457	316	638	266	713
113391335	1	1	1	2	0	1
100847055	0	0	0	1	0	0
116362	458	426	106	101	610	636
10277	1259	866	789	1671	708	1729
23095	1912	1661	1689	2417	1133	3654
105376725	4	2	7	4	2	16
5226	2219	2617	1494	8605	1067	2881
100526739	224	194	223	243	155	122
378708	226	207	230	276	167	127
1325	29	16	23	23	9	9
1676	1280	1394	998	1957	669	1460
5195	660	656	599	949	456	684
54897	1274	721	826	1417	183	1888
105376733	2	0	0	2	0	1
105376735	0	0	0	0	0	0
148345	0	1	2	23	26	3
23435	4343	3302	2361	6739	3630	3947
10747	175	35	89	127	80	55
6723	513	656	331	1436	499	548
5394	1346	1062	779	2101	1064	1635
105376736	40	32	24	59	18	50
2475	3174	1633	1458	3956	932	2644
100873935	39	23	22	45	11	44
10218	10	13	7	4	93	5
29914	682	440	443	1017	389	668
105376737	0	0	2	0	0	0
105376739	0	0	0	48	0	0
105376740	2	0	0	20	1	0
57540	7	0	2	7	1	8
112268221	1	0	0	0	0	0
101929181	0	0	0	0	0	0
26232	1570	604	382	1220	62	79
93611	2453	915	936	1685	715	953
26270	159	191	188	613	298	103
10459	355	427	298	972	227	441
374946	11	10	8	126	6	3
57085	558	1278	964	1278	735	264
284498	181	271	297	193	229	122
102724659	0	0	1	0	1	0
4524	882	1374	1352	965	1031	666
1185	771	430	764	559	530	1012
100379251	109	52	112	85	72	154
4878	18	2	28	16	15	17
4879	0	0	0	0	0	2
26829	1	1	1	0	0	0
90231	1533	1871	1858	2530	1204	942
5351	2087	3502	2397	5852	2913	1329
9927	4298	3329	3041	3608	1894	5337
60672	319	258	281	733	385	320
102466982	2	1	1	4	0	1
943	15	13	5	54	28	5
102465836	18	7	8	16	15	9
7133	917	542	490	1076	2700	426
100616438	0	0	0	1	3	0
107984917	4	0	3	4	6	0
55187	3010	1663	1592	2522	960	2752
677885	15	2	13	7	5	11
105376744	11	2	13	41	6	1
9249	2317	1933	1889	8151	2385	2927
102466722	14	1	8	15	6	4
343066	7	3	11	6	0	0
126767	0	1	0	0	0	0
93190	0	2	0	6	0	0
390999	0	0	0	0	0	0
65121	0	0	0	0	0	0
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	2	2	1	2	2	0
65122	0	0	0	0	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	0	0	0
440561	0	0	0	0	0	0
101929983	0	0	0	0	0	0
649330	0	0	0	1	0	0
441873	0	0	0	0	0	0
649324	0	0	0	0	7	0
440563	0	0	0	0	0	0
645354	0	0	0	0	7	0
645359	0	0	0	0	0	0
101060301	0	0	0	0	0	0
343070	0	0	0	0	0	0
400736	0	0	0	0	0	0
391003	0	0	0	0	0	0
343068	0	0	0	0	0	0
391002	0	0	0	0	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	0	1	1	0	0	0
102724856	0	0	0	0	0	0
107984918	0	0	0	0	0	0
10630	87	58	43	160	20	12
107984919	0	0	1	0	0	0
105378612	0	0	0	0	0	0
105376756	1	0	0	0	0	0
7799	1397	940	732	1538	650	885
23254	2178	1544	1284	1657	682	1412
107985467	5	1	0	2	1	1
107985468	3	1	0	1	0	1
105376762	2	0	1	0	0	0
105376759	3	1	1	0	0	0
107985469	2	3	7	21	2	1
200197	261	183	200	419	150	363
55092	1084	1831	923	1705	833	1972
727684	7	4	5	5	4	4
114827	39	29	28	36	33	8
101927417	35	12	15	12	10	7
101927441	5	2	4	7	9	6
79180	699	831	707	1596	1921	725
11330	6	3	2	2	2	0
63036	12	1	0	0	0	0
105376767	3	1	0	1	0	0
51032	12	6	11	2	2	4
842	795	547	509	540	252	444
23341	1092	1126	1566	1082	794	600
107397391	0	0	0	0	0	0
79814	1481	5125	8129	606	970	17
84301	1102	616	962	2218	803	721
6248	110	77	134	166	71	84
23207	1420	1452	1331	2264	1529	1257
284723	379	189	475	94	249	36
110806303	27	7	35	8	15	3
388595	81	301	490	21	55	0
54751	1586	1001	685	1593	490	120
440567	467	574	220	533	264	511
729614	288	185	130	223	136	135
23013	1987	1388	1930	2878	1449	1562
7709	800	520	524	1304	742	780
149563	41	57	48	1158	1	948
27129	2271	1470	773	522	39	1149
1187	23337	6637	5002	1004	28	2415
1188	12582	7821	5494	5367	39	9662
