GeneID	GSM2359144	GSM2359145	GSM2359146	GSM2359147	GSM2359148	GSM2359149	GSM2359150	GSM2359151	GSM2359152	GSM2359153	GSM2359154	GSM2359155	GSM2359156
100287102	14	5	14	9	7	10	41	13	52	19	7	12	12
653635	506	258	577	271	425	268	106	204	55	279	753	373	466
102466751	22	14	29	13	12	4	9	4	7	7	18	21	9
107985730	3	1	2	3	1	1	8	2	9	4	2	3	0
100302278	1	2	0	1	0	0	14	0	11	4	1	0	0
645520	5	3	3	4	6	1	38	7	42	6	8	2	2
79501	4	1	4	5	3	2	16	2	19	4	2	1	0
100996442	106	167	154	172	74	109	111	47	110	70	140	130	111
729737	72	186	320	358	60	192	62	78	97	227	158	219	174
102725121	11	6	8	13	10	13	86	15	90	35	6	10	13
102723897	457	271	547	266	466	317	105	202	49	287	812	455	497
102465909	11	7	16	8	10	3	2	3	1	6	18	15	9
107985721	5	4	6	6	7	6	93	8	94	23	5	5	3
112268260	30	53	30	46	60	68	130	29	152	60	56	17	14
729759	1	5	2	4	12	4	7	3	15	3	5	3	4
100132287	168	128	249	172	131	94	56	61	82	131	194	250	186
105378947	1	7	5	6	5	11	19	8	22	9	5	6	6
101928626	1	2	3	4	5	3	16	6	38	6	1	0	0
113219467	13155	4907	2555	3182	24133	9256	1081	6926	146	1257	39333	2832	9233
81399	29	81	32	57	86	43	182	33	212	42	71	21	12
100133331	157	120	206	147	128	84	54	55	78	114	229	213	222
107984841	42	64	57	67	55	41	25	22	19	44	68	76	47
107984847	33	76	52	73	109	71	19	35	14	57	170	57	76
107984849	5	18	18	14	29	13	16	7	14	10	16	16	7
100288069	189	155	205	146	183	90	53	45	45	59	169	149	96
105378580	139	182	97	96	417	231	76	115	69	57	293	115	104
400728	78	40	39	27	133	31	27	24	33	15	99	59	27
79854	85	38	67	27	87	37	32	21	37	23	64	31	34
643837	195	295	300	159	315	256	167	181	133	194	462	216	194
107984850	0	2	4	4	5	2	17	5	38	11	4	0	0
284593	4	9	12	12	4	5	25	5	24	14	9	2	9
284600	10	8	4	4	5	6	35	15	36	21	26	138	57
100130417	38	17	11	4	42	14	12	28	14	12	83	52	110
107985728	74	43	22	14	55	33	27	39	44	25	188	83	203
148398	184	132	150	66	161	214	44	234	46	97	401	193	276
26155	550	782	1808	569	635	743	260	763	114	643	1276	506	609
339451	95	130	198	134	71	100	58	68	38	87	186	163	133
84069	9	45	188	47	8	42	55	19	54	103	28	21	16
84808	15	5	23	9	23	3	39	9	25	33	32	2	24
57801	83	85	311	143	59	165	70	84	41	209	141	79	158
9636	53	775	3331	598	58	581	57	148	34	1525	232	161	144
375790	3560	7857	12117	5919	2747	1830	1087	3708	793	6077	8520	10414	6578
100288175	8	13	24	28	9	37	21	16	7	36	18	10	7
112267874	7	11	16	8	8	8	15	9	13	34	13	12	10
105378948	24	39	49	29	18	28	27	32	17	44	45	29	50
401934	6	4	39	1	5	3	5	5	4	75	8	5	13
54991	111	90	239	108	100	93	49	67	33	102	200	117	120
254099	23	11	1	3	13	1	19	9	25	10	37	8	21
406984	8	0	5	0	3	0	2	3	3	1	8	7	5
406983	4	3	1	4	3	1	2	6	3	0	6	2	14
554210	3	7	0	2	9	0	2	2	0	0	18	3	7
100506376	10	4	13	4	1	2	30	5	27	19	1	2	33
254173	11	5	22	6	11	8	48	13	45	37	16	24	33
8784	0	6	95	119	2	139	21	4	12	23	2	46	1
7293	5	19	91	60	9	107	23	19	29	21	30	110	23
51150	1214	1743	2495	2298	1921	1468	613	1751	166	1281	2891	1001	1238
126792	186	248	349	422	297	287	98	222	49	263	444	252	191
388581	37	17	13	31	56	5	9	38	21	117	84	19	10
118424	467	818	834	687	515	478	149	593	68	331	930	369	420
101928895	67	39	25	73	64	57	16	18	14	35	122	34	71
6339	137	50	40	93	129	91	42	46	26	55	218	105	101
116983	608	590	1014	624	618	248	109	368	86	407	916	589	716
102465434	1	2	1	0	0	0	1	0	0	1	1	1	1
109623456	7	3	5	5	3	1	1	1	0	4	9	7	9
126789	90	145	414	198	130	132	36	90	19	101	175	95	166
54973	732	663	1468	917	667	828	203	619	81	645	1512	687	890
102465435	2	2	2	4	3	1	3	1	2	2	2	3	3
80772	298	266	567	333	382	215	69	405	49	221	835	257	463
83756	51	31	72	54	33	38	17	23	22	23	65	75	57
1855	530	497	2885	1622	641	793	230	754	108	545	1204	675	819
102466740	0	1	3	1	1	1	1	0	0	0	1	0	3
54587	738	361	335	194	511	1248	441	575	200	590	1414	509	602
54998	490	686	958	604	801	692	161	1108	90	340	1227	322	674
81669	3160	3391	3853	3343	2856	1846	521	1049	125	2082	4571	2570	2319
148413	167	225	271	266	311	263	83	241	45	137	502	178	188
55052	447	573	1052	641	759	868	222	518	36	342	1205	240	411
107984868	1	11	3	12	26	15	36	12	45	31	11	18	3
441869	19	27	11	21	40	37	24	63	34	211	58	38	46
105378585	1	6	4	2	11	3	5	7	6	29	9	3	6
643965	1	2	6	1	0	0	0	5	3	2	3	0	4
102724312	9	11	13	5	9	13	12	9	13	22	12	14	7
107985729	5	10	16	4	3	8	9	9	11	23	9	11	2
64856	478	1341	2209	500	582	296	234	1013	125	1447	1474	844	696
219293	88	103	159	65	98	71	105	133	79	121	214	80	105
83858	405	578	1627	696	342	5538	159	345	125	514	764	572	603
55210	192	343	1351	305	263	448	123	297	73	197	424	317	314
339453	9	4	6	11	5	11	12	3	15	4	17	13	20
29101	618	1018	1020	831	1114	1596	279	831	68	1061	1759	580	724
643988	40	35	45	51	48	88	17	60	22	38	137	17	68
105378586	4	1	8	1	2	4	9	4	11	5	6	9	0
142678	735	528	660	425	839	414	193	662	143	422	1360	695	920
8510	29	52	32	40	28	64	26	36	26	41	63	67	45
984	540	504	877	469	498	555	269	344	110	418	881	567	532
728661	1204	1445	1209	1075	1274	963	289	1040	126	691	2567	1729	1756
8511	9	25	12	16	11	53	15	17	10	21	25	22	22
728642	503	400	683	345	398	378	170	238	83	214	624	403	370
9906	799	1375	702	1159	1019	616	274	822	136	837	1502	1006	1049
112268218	49	74	135	102	50	142	20	59	25	55	112	65	47
65220	569	881	1883	1543	645	1821	277	701	114	543	1281	635	619
2782	2905	6308	6942	5159	4742	8465	2481	4007	233	4781	8421	2754	3104
105378949	17	4	6	4	16	4	16	12	20	8	18	5	6
163688	16	2	12	9	22	5	26	6	38	4	14	8	12
339456	6	0	8	2	26	24	12	9	3	5	39	0	2
85452	6	0	13	17	7	70	96	22	111	26	7	8	0
107984872	3	0	4	5	5	5	19	2	24	5	1	0	0
105378589	0	2	7	4	0	26	62	5	44	17	1	1	0
2563	3	8	10	17	3	29	49	5	33	22	9	9	7
105378590	1	1	2	0	2	0	17	0	20	0	3	0	0
105378591	4	2	0	0	3	1	17	2	18	3	3	0	0
5590	502	497	485	270	829	257	232	354	92	443	1096	312	377
100506504	39	25	28	18	31	9	18	11	12	25	43	39	23
199990	362	421	377	240	508	523	133	481	132	263	645	274	393
112268219	60	69	60	71	63	32	24	71	29	59	119	89	89
105378593	38	9	9	4	51	3	7	8	17	6	25	14	24
6497	1216	1439	3253	1461	1352	1425	466	1014	237	1534	2186	1892	1542
79906	311	179	207	112	361	155	77	190	71	97	492	195	318
100129534	57	45	18	27	86	29	27	41	23	29	120	58	84
11079	1261	1725	2118	1240	2233	2143	616	1500	92	1403	3107	771	1163
5192	321	346	316	310	515	541	175	413	34	221	849	227	367
9651	329	73	136	111	1049	76	84	884	76	413	1119	129	208
55229	421	347	578	319	392	283	95	263	63	241	740	333	440
388585	0	0	4	2	2	0	5	1	4	4	3	5	0
115110	334	136	232	228	289	195	101	145	72	264	412	191	187
8764	1340	620	1049	1405	1264	1348	264	736	100	630	2027	515	634
100996583	4	9	9	13	15	15	18	12	26	22	30	17	4
127281	169	239	530	331	269	383	145	323	83	342	471	187	258
79258	18	34	54	44	42	48	55	41	36	67	50	34	32
105378597	3	4	1	2	2	2	15	3	12	4	10	0	0
100287898	74	34	29	29	83	19	86	40	54	44	114	33	81
105378603	1	0	0	0	0	1	2	0	1	0	0	0	0
105378602	3	0	1	0	2	0	6	0	4	1	2	1	0
105378601	6	1	1	0	2	1	6	0	5	5	4	3	1
112268220	5	1	5	1	4	1	12	0	15	7	8	0	1
107985732	4	0	2	3	1	1	13	3	15	5	5	1	0
105378600	8	1	3	0	3	1	20	1	14	6	7	3	1
105378598	19	3	5	3	11	8	43	3	57	10	20	0	3
107984904	7	1	3	1	2	1	13	3	17	7	8	1	0
105378599	5	0	4	0	2	1	9	0	6	2	5	0	0
140625	0	0	0	2	0	0	6	0	5	0	0	0	0
440556	1247	208	6	13	649	21	29	564	33	16	1249	357	4363
63976	602	217	42	39	413	33	147	348	126	73	909	231	1253
100422968	2	2	0	1	1	0	4	0	4	1	3	0	1
105378606	69	19	10	12	13	0	63	9	53	26	23	17	74
107984909	47	15	7	5	14	3	26	5	18	5	17	8	58
105378605	148	34	4	3	122	1	21	71	39	10	189	23	386
105378604	195	69	32	30	108	9	122	31	108	75	64	56	318
27237	668	381	592	103	609	155	96	541	63	180	865	259	574
1953	403	299	1387	1703	289	1003	628	194	112	880	590	919	466
105378608	5	3	15	8	1	13	26	2	26	64	1	14	0
693135	0	0	2	0	1	0	3	0	0	0	0	0	3
105378607	0	0	2	0	1	0	15	3	17	10	0	0	0
127262	859	900	743	618	1928	1399	246	1316	48	536	2741	431	1046
49856	158	253	316	237	226	436	98	145	26	119	341	175	199
7161	15	26	154	39	18	45	72	17	61	43	34	51	34
105378610	1	2	12	5	2	6	33	3	43	9	3	19	0
105378609	0	1	9	4	0	0	12	0	13	7	0	0	0
57212	469	408	392	460	548	764	214	259	122	223	819	381	411
148870	2	8	4	11	5	22	45	5	52	8	5	25	0
388588	30	39	45	27	101	121	20	72	8	4	99	39	63
57470	625	756	828	599	1006	1129	229	826	133	368	1553	576	767
9731	1129	1540	1091	872	1536	983	427	943	128	644	2551	648	891
1677	166	182	213	149	167	168	86	136	73	78	329	133	158
107984910	14	4	17	8	21	7	25	29	31	9	15	18	19
339448	350	400	596	351	387	633	195	254	69	249	644	282	290
100133612	15	18	6	27	32	2	26	18	28	11	23	25	15
728716	0	0	2	0	0	1	13	3	10	1	1	0	0
105376672	2	2	1	0	0	2	23	6	30	4	0	0	0
105376673	0	1	5	3	1	2	41	3	32	8	0	6	0
284661	0	0	3	0	0	1	26	4	40	5	0	0	0
105376674	1	1	3	2	1	1	45	2	33	5	0	0	0
105376679	0	0	0	2	0	2	25	6	29	5	0	0	0
107985376	1	2	1	0	1	3	11	7	19	2	0	0	0
55966	802	1166	32	46	1561	17	173	258	179	86	989	88	212
105376680	0	1	9	2	1	1	40	5	41	14	0	0	0
102724429	0	0	4	1	0	0	27	2	28	13	0	0	0
105376681	1	0	2	0	2	1	15	2	5	0	0	0	0
105376682	0	0	0	0	2	0	10	0	8	1	0	0	0
107984911	19	2	4	1	23	3	50	7	45	8	13	0	6
105376686	4	4	4	3	43	2	24	9	25	5	50	0	2
100616421	1	0	0	0	0	0	4	1	1	0	2	3	3
261734	355	332	491	270	306	208	131	215	132	257	542	339	379
8514	786	451	901	1043	1307	877	187	1289	91	237	2734	472	395
26038	69	23	15	14	22	16	120	39	120	27	79	24	120
105376687	1	2	2	0	1	0	13	1	11	3	0	0	4
6146	2969	4419	5658	2966	5659	20847	4297	3602	187	2202	7421	2203	2457
107985733	40	36	35	23	23	44	23	15	7	24	62	39	27
102724450	12	14	6	8	11	8	10	18	7	7	30	6	19
388591	444	609	671	354	265	312	148	223	79	326	852	532	490
23463	1241	2677	2899	1509	2582	3217	933	1846	135	1224	4184	890	1301
148645	7	5	4	6	9	2	33	7	31	17	5	7	0
390992	0	0	0	0	0	0	7	0	5	2	0	0	0
387509	55	82	412	111	58	125	76	167	68	180	140	68	52
11332	466	627	803	373	1457	721	209	884	97	158	1278	342	257
54626	18	18	54	13	24	2	25	83	40	256	32	4	16
83715	977	102	294	36	1093	26	85	822	71	143	1708	40	348
100422975	3	0	0	0	4	0	0	1	1	0	4	0	6
8718	90	60	682	109	66	128	26	80	29	79	194	229	87
57449	305	269	419	210	200	263	111	280	117	266	573	465	426
79707	730	1007	1521	824	1086	1155	429	586	182	432	1693	551	628
80835	10	8	10	7	19	2	59	12	65	24	16	1	2
107984912	1	0	2	2	1	1	7	0	7	5	2	0	2
3104	419	322	332	265	473	330	99	276	34	193	742	280	375
9903	724	904	963	903	1066	670	160	668	92	467	1886	554	1252
107984913	21	31	11	10	21	5	23	13	19	17	22	4	43
148479	246	422	661	525	273	388	187	214	100	323	514	230	305
90326	334	477	371	236	417	277	123	427	49	169	921	223	532
55735	1354	1536	1199	530	1384	629	276	877	72	386	2680	577	1611
100505887	0	0	0	0	0	1	10	1	3	1	0	0	0
110841581	8	5	3	2	24	0	9	18	5	1	24	13	8
23261	750	1506	621	804	1231	1362	565	583	324	411	1605	405	574
105376692	3	0	7	5	2	4	42	2	39	13	2	4	3
102725193	4	2	2	0	2	1	13	0	17	3	0	5	0
101928836	1	3	4	2	1	2	26	5	19	4	1	5	0
105376691	1	0	1	0	0	0	7	0	7	3	2	0	0
105376689	67	124	26	38	67	96	109	28	116	37	87	57	48
9341	1001	1989	3066	1629	2099	4130	1252	1330	68	1176	3018	716	847
8863	1943	610	792	459	3222	1372	590	404	123	171	1134	304	785
10911	1	1	19	19	9	25	42	5	53	7	2	3	0
3604	4	26	578	582	18	814	293	24	115	52	59	151	10
11315	1047	1789	2455	1114	1849	2810	771	1731	66	564	2738	663	887
54206	5540	3859	19386	2409	20965	635	933	1439	119	3893	7611	1515	2725
107984915	0	1	28	6	2	1	26	1	19	11	0	0	0
102724539	2	3	4	0	5	0	13	4	12	3	1	0	1
105376695	4	1	2	0	5	0	3	5	6	0	4	0	0
50651	138	53	49	31	93	60	48	53	16	32	212	20	86
473	3681	4249	2019	1815	4366	1998	748	2613	235	1622	6152	2072	3695
102724552	33	40	42	43	53	19	10	13	16	17	44	32	35
106632271	3	7	5	5	4	2	9	2	13	7	3	3	11
2023	6579	21733	37926	18079	13418	23442	12841	10375	933	10129	24164	10663	10225
102465436	1	6	8	1	1	1	1	6	2	2	0	1	6
100505975	9	11	7	7	13	3	17	10	11	0	19	3	5
112268261	0	9	15	14	11	16	161	27	177	30	3	4	0
765	0	0	4	4	1	0	39	1	36	12	0	4	0
155184	0	2	4	6	2	2	27	7	28	4	0	0	0
6518	203	117	146	1103	1701	3113	327	783	145	267	1207	211	39
80045	231	152	480	271	244	207	83	152	46	198	428	165	241
106614088	55	121	242	288	41	227	97	79	47	210	89	115	55
407040	1	2	4	3	1	2	2	0	1	2	0	3	2
102724571	6	14	28	31	6	53	16	13	12	44	9	2	4
9563	1154	2548	2025	3373	1920	1765	934	1677	328	1942	3124	1906	1542
80176	136	1059	700	560	293	936	473	249	48	821	432	703	159
100506022	21	27	16	8	59	44	42	52	35	23	115	26	24
84275	340	199	215	127	545	212	100	266	60	71	701	65	377
199953	271	280	437	169	212	153	64	193	84	155	492	219	411
107985734	4	11	14	5	3	8	17	3	17	8	6	14	1
105376712	0	0	2	1	0	1	6	0	7	3	2	0	0
5293	449	589	1082	1325	511	1029	213	435	121	485	934	970	409
644997	1	9	20	35	4	21	22	4	31	6	8	22	3
101929074	9	30	19	27	54	97	26	47	10	12	59	28	11
22883	3164	4053	7550	4105	4493	2854	1255	2827	486	2783	8724	3587	3417
56998	278	330	1089	205	581	345	131	350	45	359	1083	187	376
105376717	10	16	71	15	22	23	15	17	9	33	35	7	11
84328	855	982	1130	630	1452	1621	591	1093	139	445	1995	526	685
64802	397	518	254	228	587	448	191	569	101	136	920	130	344
113391335	13	37	9	13	19	6	18	6	26	9	26	20	11
100847055	3	10	5	1	3	1	1	0	1	0	6	0	0
116362	74	35	13	121	123	273	31	119	22	46	225	64	272
10277	1196	1623	1257	1123	1924	1281	570	880	172	899	2526	1079	1010
23095	3579	4905	3806	5236	6654	3224	1525	2191	343	1869	7543	1560	2414
105376725	47	67	27	59	57	12	37	9	27	17	69	9	28
5226	806	1419	2049	1198	1190	2099	756	1055	99	749	2177	854	798
100526739	97	131	99	57	241	89	76	113	32	39	257	55	79
378708	108	147	127	63	264	105	75	119	31	40	265	61	79
1325	21	15	4	6	42	6	18	13	8	3	38	2	13
1676	1001	1541	1346	784	1708	1742	767	1303	230	539	2499	699	931
5195	273	330	391	262	374	194	198	261	86	215	608	205	262
54897	1017	503	277	200	677	128	133	500	115	441	1630	303	1796
105376733	1	0	5	1	0	1	36	9	39	6	0	0	8
105376735	0	0	2	2	0	0	22	2	14	3	0	0	0
148345	2	8	9	10	3	11	44	9	42	26	7	0	4
23435	2067	2946	3481	2587	3242	3134	1066	1222	168	1373	3687	1452	1356
10747	81	99	28	41	142	67	49	30	32	26	169	57	56
6723	108	389	857	407	137	728	147	330	80	217	454	223	196
5394	995	1079	2098	1134	1167	1700	582	639	134	809	1850	826	880
105376736	32	44	73	34	34	53	16	20	12	20	48	29	21
2475	2348	3179	3297	2165	3234	2876	820	1621	277	1679	4885	1902	2845
100873935	43	59	55	36	56	34	20	23	16	23	73	18	40
10218	82	86	67	71	49	38	26	20	37	40	191	59	58
29914	232	316	496	212	352	541	198	267	119	242	615	265	310
105376737	1	1	1	1	5	1	20	4	20	3	0	0	0
105376739	0	1	1	2	0	0	12	0	11	11	1	0	0
105376740	1	3	2	0	1	0	27	5	22	4	0	0	0
57540	7	7	11	5	3	10	83	12	96	23	11	14	3
112268221	1	5	3	3	1	3	36	4	44	17	1	1	0
101929181	0	2	2	1	2	0	19	3	12	0	0	0	0
26232	96	128	313	110	122	746	30	127	19	252	234	88	183
93611	471	331	356	278	455	411	116	482	74	199	841	311	654
26270	50	151	400	302	98	376	70	117	22	184	174	61	86
10459	133	246	334	162	182	408	111	232	40	154	373	177	119
374946	11	28	27	23	16	10	123	22	132	49	40	4	23
57085	171	461	581	691	663	521	136	394	63	281	624	351	253
284498	171	123	138	98	327	109	73	186	58	64	445	115	144
102724659	1	0	2	1	1	1	24	4	14	6	0	0	0
4524	1253	845	910	703	1797	678	203	992	129	449	2524	704	761
1185	839	564	629	440	1011	444	192	285	130	316	1318	416	397
100379251	76	70	67	47	113	43	28	23	16	23	125	56	56
4878	19	10	10	6	20	9	13	3	6	3	35	7	2
4879	0	0	0	0	2	0	7	0	7	3	0	4	0
26829	210	20	1626	11	195	300	95	21	4	155	105	295	151
90231	535	750	1433	690	1487	972	244	880	104	639	1750	459	535
5351	836	1815	4489	2495	2444	2180	1156	1611	293	1608	2707	1831	905
9927	1746	2456	2799	1597	2972	2428	680	2110	158	1266	4604	1096	1913
60672	116	163	370	284	117	367	71	193	43	123	306	206	113
102466982	0	1	1	2	1	1	0	1	0	0	1	0	0
943	32	14	109	25	23	85	76	34	75	35	35	32	13
102465836	0	8	11	25	3	5	3	2	2	8	10	7	7
7133	236	716	1226	2950	186	3590	514	752	205	663	770	825	277
100616438	1	2	5	4	1	2	0	2	2	3	2	4	4
107984917	1	0	15	44	6	16	39	6	54	15	2	0	0
55187	6364	7746	4388	4947	8056	7473	1688	2936	405	2866	10918	3287	5349
677885	35	162	21	43	209	235	37	62	0	21	233	10	28
105376744	21	12	18	12	30	27	112	26	77	33	30	13	16
9249	1515	1043	564	1343	2169	6260	1625	1962	87	1462	3226	483	1223
102466722	10	3	1	2	7	6	2	3	1	4	10	8	13
343066	14	12	6	3	12	6	34	5	51	14	11	0	12
126767	0	0	2	3	4	10	52	4	64	10	0	0	0
93190	2	0	10	2	1	2	86	16	62	20	0	0	0
390999	0	0	3	0	1	1	28	4	20	5	0	0	0
65121	3	0	5	1	4	8	38	5	44	11	0	0	0
105376745	0	1	1	3	0	1	16	1	20	1	0	0	0
440560	0	1	1	1	0	4	23	6	41	6	0	0	0
343069	1	1	6	3	0	2	24	3	38	4	0	0	0
65122	0	0	4	1	0	3	38	3	28	7	0	0	0
400735	0	1	2	1	1	2	33	7	38	8	0	0	0
343071	0	0	1	0	2	1	21	0	32	5	0	0	0
441871	0	1	4	1	2	3	18	3	20	3	0	0	0
440561	0	0	3	1	0	1	25	6	30	7	0	0	0
101929983	0	0	1	0	1	2	18	1	26	1	0	0	0
649330	0	0	3	1	1	0	21	2	25	4	0	0	0
441873	0	1	4	2	1	1	30	6	31	4	0	0	0
649324	1	2	1	2	1	7	35	4	35	5	0	0	0
440563	0	5	6	7	4	8	33	5	35	7	0	0	0
645354	1	2	1	1	1	7	30	4	35	6	0	0	0
645359	0	1	3	1	1	2	21	3	30	5	0	0	0
101060301	0	1	2	2	1	2	14	1	18	5	0	0	0
343070	0	0	2	2	1	1	20	2	13	1	0	0	0
400736	0	0	2	0	1	1	15	1	13	4	0	0	0
391003	0	1	3	2	1	2	30	2	41	6	0	0	0
343068	0	1	4	1	2	4	41	9	31	8	0	0	0
391002	0	1	4	1	2	4	25	4	23	4	0	0	0
645382	0	0	4	0	2	2	25	3	13	7	0	0	0
653619	0	0	5	3	0	2	47	11	47	7	0	0	0
729528	0	0	7	5	3	1	36	5	38	13	0	0	0
645414	1	0	1	2	2	0	40	3	38	10	0	0	0
391004	0	0	1	0	4	1	19	2	20	8	0	0	0
645425	0	0	4	1	2	1	20	5	28	7	0	0	0
126755	1	0	4	4	0	2	17	3	18	13	4	0	2
102724856	0	1	1	2	0	0	39	1	45	10	0	0	0
107984918	0	1	3	1	0	2	17	7	26	8	0	0	0
10630	59	57	264	445	154	109	177	75	72	444	200	103	73
107984919	0	1	6	6	4	0	23	4	29	9	5	0	0
105378612	0	1	0	3	1	2	20	2	20	3	0	0	0
105376756	0	0	2	1	2	0	15	0	11	2	0	0	0
7799	1386	1444	1556	1462	1372	1697	549	964	240	1280	2458	1336	1089
23254	891	1051	227	587	866	653	425	820	199	485	1442	475	988
107985467	94	81	6	28	50	5	85	22	73	46	106	34	110
107985468	18	14	1	3	9	3	7	2	1	10	13	8	47
105376762	39	11	4	6	18	0	45	5	46	20	24	14	50
105376759	133	451	34	41	54	116	65	24	76	46	83	86	157
107985469	31	123	11	7	19	36	46	12	36	29	20	17	37
200197	215	310	165	161	262	98	91	76	40	323	258	88	240
55092	559	884	1081	975	792	899	453	510	105	686	1231	437	603
727684	127	235	200	312	174	82	33	31	21	103	126	122	131
114827	119	97	549	283	59	253	263	45	121	272	74	93	33
101927417	25	16	78	68	13	27	39	9	28	56	13	17	10
101927441	16	35	183	82	14	44	79	15	106	36	13	19	11
79180	231	481	4017	1681	278	1460	269	529	153	1050	510	472	216
11330	0	2	13	8	1	8	41	14	40	21	0	3	0
63036	0	1	2	4	2	4	25	2	22	3	0	0	5
105376767	6	2	3	3	0	1	17	2	31	9	0	0	1
51032	8	7	9	6	18	7	26	2	13	4	6	3	6
842	387	271	282	216	332	294	136	244	45	121	509	208	356
23341	1298	1646	1199	870	3943	1220	507	1813	152	679	4158	611	1136
107397391	1	8	6	2	7	4	0	1	2	3	11	0	5
79814	2334	681	177	48	9565	220	52	6528	50	35	7946	76	1998
84301	1350	1966	2278	1898	2999	1872	650	1101	149	1305	3427	984	1079
6248	294	352	448	392	624	402	127	177	17	265	696	184	164
23207	842	1062	1889	1507	1012	1526	392	1016	175	923	1694	1035	919
284723	144	38	20	32	357	16	42	192	35	52	386	60	284
110806303	10	3	1	2	19	0	8	9	8	4	29	7	15
388595	90	41	7	1	167	4	11	182	14	7	257	10	29
54751	339	1216	1421	979	350	1502	351	794	113	1736	819	758	465
440567	128	365	306	129	250	1013	215	262	44	139	301	119	134
729614	133	115	104	80	208	71	87	107	30	93	280	145	139
23013	3846	3215	4534	3436	4362	2513	1088	1666	289	3193	6071	2889	2836
7709	352	357	593	427	449	409	165	327	85	392	792	397	501
149563	62	20	3	7	53	2	37	25	22	16	183	5	59
27129	497	186	14	17	243	90	51	232	40	37	450	108	979
1187	2354	202	10	10	1376	23	48	1040	39	23	4270	952	7292
1188	5605	633	13	17	4059	28	44	3549	51	15	10326	343	6064
348487	48	28	3	27	33	36	31	59	29	12	78	30	161
1969	476	570	3710	1577	566	603	442	473	166	1474	805	876	441
101927479	33	50	136	34	31	16	89	16	100	75	28	67	26
128272	59	36	294	143	48	147	55	72	62	150	97	68	167
101927546	36	25	30	23	40	21	57	27	62	31	47	29	86
79363	48	58	56	45	85	35	34	87	15	50	212	43	94
54455	600	724	806	763	775	907	292	420	119	540	1273	460	511
26099	767	1237	2244	1038	1194	1498	509	1151	141	726	2307	854	856
374955	413	605	1168	579	636	752	261	626	123	295	1150	418	502
55707	629	1087	2103	1581	837	2592	549	681	109	737	1454	807	537
107984921	127	118	84	154	128	97	51	46	52	93	185	163	88
114819	371	354	242	310	341	217	108	133	63	198	499	385	347
26871	68034	85574	39969	40835	73042	119117	42611	50827	3552	101989	169381	63924	56222
107985757	0	0	1	0	0	1	4	0	3	1	1	0	0
100132147	2	4	4	3	3	3	19	12	24	6	7	1	6
107985758	0	1	1	1	1	0	1	0	0	1	1	0	1
7195	0	0	0	0	0	0	1	0	5	0	0	0	0
55672	1054	1013	792	700	1397	1310	476	846	370	505	1754	826	995
105376794	634	462	661	417	386	239	281	281	361	205	578	475	530
84809	379	203	383	159	205	126	67	160	80	83	322	341	385
11209	271	119	51	66	532	259	80	297	89	41	574	146	777
107985736	33	24	9	15	60	15	91	22	113	21	88	25	61
26869	60192	76686	34861	36226	64318	103869	37995	46519	3267	64811	155742	59996	52762
107985759	0	0	1	0	2	0	5	0	2	2	1	0	0
284729	162	5	43	0	166	13	9	38	23	15	119	12	46
100189045	0	1	0	1	0	0	4	0	2	0	0	0	0
6060	14747	21353	9814	9558	13780	28551	7044	12857	1137	8714	22345	18264	14246
11223	1175	205	57	119	1678	347	110	498	102	104	2095	402	2267
100500876	0	0	1	0	1	0	8	2	8	1	0	0	0
100189298	0	0	0	0	0	0	4	0	7	0	0	0	0
112267871	4	4	3	3	8	7	22	25	24	3	10	1	13
7193	0	1	1	0	1	1	1	1	2	1	2	1	0
100189183	1	0	0	0	0	0	4	0	2	1	0	0	0
105376805	32	92	85	36	105	261	37	145	16	55	103	22	51
791226	0	0	0	0	2	1	2	0	2	0	0	0	0
26870	10913	17494	8081	7870	10699	22522	5189	11100	1049	7241	20368	16925	12854
9696	1121	427	760	333	616	426	168	412	163	335	774	525	1027
4237	9	42	93	66	12	29	76	20	35	148	25	98	20
105376806	3	7	19	17	3	7	21	5	6	39	5	33	4
23400	338	617	1264	733	465	484	231	545	167	428	1025	525	638
6390	903	1266	1310	730	1881	1523	427	1344	47	461	2751	380	1100
11240	462	231	308	964	623	701	206	512	151	442	2141	285	978
105376808	2	1	7	2	0	0	30	1	30	6	0	0	0
400743	1	1	9	1	4	4	12	4	11	14	0	12	0
29943	1	6	114	51	7	192	105	18	107	1703	1	95	4
51702	0	2	20	2	3	66	73	9	70	1679	0	28	0
100616188	0	0	1	0	0	2	0	0	2	2	0	0	0
23569	1	22	21	31	8	10	47	15	44	13	13	2	0
353238	0	0	5	2	0	3	34	3	51	15	0	4	0
55920	731	1804	6313	2500	1089	2634	825	879	272	1884	2115	1894	1052
55160	2582	2127	1257	1165	2962	1146	302	2163	258	1074	5446	902	2678
107984028	1	0	2	2	1	0	18	5	22	8	0	0	2
81569	0	0	5	1	0	3	23	4	47	5	0	0	0
105376809	0	1	6	4	0	1	37	5	26	7	0	0	0
105376812	0	0	7	2	3	1	44	3	53	8	0	0	0
101927876	0	2	10	4	3	2	26	6	39	15	0	0	0
84966	12	47	64	10	15	90	47	48	43	113	48	23	9
105376814	16	20	16	21	9	19	61	12	63	35	7	1	17
127707	591	843	29	31	2164	68	122	2298	48	272	3180	286	953
5081	0	2	16	9	2	4	88	11	119	18	0	0	0
80834	0	0	3	0	2	1	41	4	33	6	1	0	0
8659	3206	4837	146	132	11391	549	115	6020	69	93	11732	332	2967
