Gene,14_C5_N_S3,38_D8_N_S6,49_A11_N_S8,10_E3_S1,14_C5_S12,32_C12_S7,34_A3_T_S1,38_D8_S8,39_B7_2_S9,40_G4_T_S9,44_C14_S11,49_A11_S2,11_E4_N_S2,30_C12_N_S4,31_A8_N_S5,48_A3_N_S7,51_B3_N_S9,3_B5_S7,5_E8_S9,6_C8_2_S4,8_D4_S10,11_E4_S5,13_C1_S11,15_C13_2_S6,20_F6_S1,21_C6_S7,23_B7_S1,24_A14_S2,25_B26_S6,26_F10_S3,27_D8_S7,28_C5_S8,29_E6_S4,30_C12_S5,31_A8_S6,36_E5_S2,43_C10_S10,45_C6_S12,46_B13_S2,48_A3_S1,51_B3_S3,52_C11_S3,53_F6_2_S3,55_B9_S4,58_F9_S4,60_A6_S5,62_D7_S5,63_B10_S6
ENSG00000000003,67.67714367,0,9.691865558,54.48955674,27.8115721,13.87582008,9.881413144,2.367455636,57.56091998,32.15755198,47.14643868,11.06754155,0,14.122715,4.925258858,51.38125369,32.09614934,26.50889827,21.51429069,29.2065875,30.08673721,72.756329,12.62124704,15.98625332,32.96760027,20.33546867,15.51526048,12.35997342,0,31.69021467,24.52656689,0,21.456875,9.208654831,52.89316663,7.323393196,46.71135476,18.2340563,79.37135457,50.72522909,32.09614934,61.07963655,8.940152732,65.66620235,41.84448754,16.02214006,50.00554966,63.09947903
ENSG00000000005,142.1220017,15.06708502,208.3751095,1.720722844,8.939433889,0,15.81026103,0.789151879,5.154709252,39.7584279,50.88821953,7.788269983,0,23.53785834,44.32732972,43.47644543,15.45370154,0,1.22938804,9.919218396,1.367578964,14.5512658,8.834872927,0,5.887071478,2.541933584,2.42425945,15.44996678,208.6331671,5.281702446,15.60781529,0,2.258618421,2.877704635,37.42441035,23.01637862,25.81416973,10.72591547,31.00443538,10.04933784,15.45370154,8.466484274,2.554329352,0,13.94816251,3.56047557,26.19338316,10.63214665
ENSG00000000419,145.5058589,216.9660243,159.9157817,152.5707589,118.6958166,148.0087475,163.3726973,85.22840289,36.08296476,192.3606291,95.7895897,85.26106087,108.3215525,195.3642242,73.87888287,134.3817404,146.2157915,100.7338134,306.7323159,51.80036273,148.3823176,131.7697959,165.9693986,102.5784588,176.6121443,109.3031441,95.51582232,80.85482613,0,128.3453694,118.916688,0,88.0861184,113.9571035,155.1865549,127.6362814,124.153864,92.24287305,155.0221769,144.5190489,146.2157915,186.262654,171.7786489,103.7525997,143.0978154,179.8040163,95.24866603,241.3035022
ENSG00000000457,1488.897161,352.5697895,1647.617145,126.7599162,242.8546206,178.6511835,681.1587461,302.2451695,347.0837563,76.59344198,318.7997282,158.6347623,375.1624501,1033.311981,2083.384497,691.6707227,728.7014648,493.0655079,261.2449584,371.9706898,341.894741,388.0337547,307.9584277,368.3499203,329.6760027,542.2791646,302.5475793,303.3343477,1585.61207,195.9511607,582.691771,1705.697771,260.8704276,301.0079048,353.7854259,547.1620916,666.2514284,328.2130134,605.2065786,287.1239383,728.7014648,313.864667,747.7799178,355.9108167,324.9405267,224.3099609,475.0527218,377.9034733
ENSG00000000460,1191.117729,888.9580162,2815.486944,74.56465659,187.7281117,76.31701044,603.4249627,285.67298,270.6222357,251.998271,283.6269883,159.8644891,647.2873259,1033.311981,2103.085532,1043.43469,463.6110461,448.8840108,196.7020863,145.4818698,217.4450553,151.1714836,343.9289818,271.7663065,300.2406454,216.9116658,222.5470175,244.1094751,143.0627432,144.1904768,445.1943505,2290.204796,155.2800164,134.6765769,239.5162263,341.0608831,420.4021928,389.3507316,287.7211603,221.5639724,463.6110461,243.1090484,286.0848874,384.8039458,228.3365863,117.4956938,546.4892213,268.3461361
ENSG00000000938,0,18.08050202,14.53779834,181.249473,93.86405583,142.2271558,21.73910892,62.34299841,64.43386565,129.2148907,44.153014,267.2606331,26.41989085,82.38250418,88.65465944,3.95240413,115.3083884,159.0533896,180.1053478,139.4201252,108.7225276,101.8588606,299.1235548,3.330469442,191.329823,210.1331763,412.6089583,334.2342813,0,140.4932851,69.12032488,116.9014049,111.8016118,434.2456294,364.2642608,150.65266,208.9718502,84.73473222,69.44993525,164.1391847,115.3083884,139.6969905,146.2353554,111.632544,179.7763168,336.4649413,96.43927435,151.8547902
ENSG00000000971,416.2144336,602.6834008,164.7617145,1862.395692,1717.861212,457.3239035,2169.958326,650.2611479,561.0041902,975.8355318,1253.496584,2020.441197,470.2740572,1428.748001,630.4331338,292.4779056,1296.922183,3036.152482,1056.65902,1492.842369,849.2665366,907.8373052,2258.572158,887.9031532,1572.436792,1453.98601,1733.345507,1748.42124,304.0083292,2355.111121,2099.622772,499.4878209,1367.593454,2703.891275,2412.626987,824.4048341,2079.884533,1519.862222,1298.465754,2255.358535,1296.922183,1677.573384,1539.622017,1850.473582,2024.03336,799.3267654,1441.826682,3365.305548
ENSG00000001036,189.4960023,165.7379352,276.2181684,142.8199961,163.3929861,130.0858132,147.5624363,107.3246555,136.5997952,175.9895117,370.4363039,115.184414,103.0375743,414.2663067,315.2165669,494.0505162,215.1630752,166.1224292,336.2376288,110.7646054,344.6298989,167.3395567,174.1732091,230.4684854,229.0070805,173.6987949,220.6076099,207.0295548,244.3988529,152.6412007,263.1031721,228.4891096,181.2541283,191.0795877,340.3126381,182.0386309,244.6199894,176.9776053,313.764886,394.3168752,215.1630752,307.2124294,303.9651929,260.0381613,268.1146794,115.715456,252.408965,290.0726966
ENSG00000001084,94.74800113,259.1538623,111.4564539,79.72682513,188.2247469,112.7410381,96.17908794,227.275741,220.7933796,1083.41716,155.6580833,168.8824859,216.643105,122.3968634,78.80414173,391.2880088,213.974329,213.8384461,336.8523228,226.48882,224.2829501,139.0454288,316.7933007,161.8608149,255.4989021,301.6427853,279.7595405,228.1445094,172.8674813,150.5285197,165.7401338,0,285.7152302,503.5983111,297.8983064,121.3590872,242.161497,324.9952388,275.3193862,246.9265869,213.974329,260.042017,299.4951165,432.0836115,231.9527766,145.9794984,321.4642478,397.3186976
ENSG00000001167,155.6574304,3.013417004,116.3023867,175.5137301,153.956917,68.80094123,126.4820882,231.2215004,197.597188,102.3194836,134.7041105,220.1211043,158.5193451,101.2127909,123.1314714,55.33365782,183.0669259,199.700367,273.5388388,268.9210321,226.3343185,341.9547463,198.1535785,235.1311426,207.8136232,308.4212748,247.2744639,301.789351,0,280.4583999,179.8614905,239.11651,276.1161019,166.9068688,226.5424307,108.8046989,244.6199894,197.3568447,179.8257252,214.3858739,183.0669259,251.5755327,212.0093362,187.8053387,200.9568599,65.86879804,185.7348988,218.6524072
ENSG00000001460,67.67714367,232.0331093,121.1483195,34.41445689,35.26110034,17.92293427,50.72458747,20.51794884,48.11061968,60.22232461,46.39808251,21.72517416,118.8895088,98.85900502,226.5619075,98.81010324,43.98361206,84.82847448,43.6432754,105.2539285,39.65978995,19.40168773,43.54330228,43.96219663,58.28200763,40.67093734,42.66696632,45.31990254,5.960947632,72.88749375,71.35001277,154.0973064,63.24131578,62.73396104,67.36393863,63.81814071,52.85758565,76.15399985,114.0963222,44.50421043,43.98361206,29.02794608,127.7164676,69.60617449,39.77809309,24.92332899,63.10224124,56.16547035
ENSG00000001461,0,219.9794413,67.8430589,54.48955674,63.56930765,97.13074056,48.74830484,77.3368841,115.12184,54.37549698,42.65630166,56.15752567,52.8397817,35.30678751,59.1031063,86.95289085,109.364657,61.85409597,81.13961061,157.0542913,99.14947488,67.90590706,80.14491869,164.5251904,42.38691464,89.81498663,139.6373443,89.6098073,0,95.59881427,53.51250958,0,159.7972533,66.1872066,111.2752468,69.04913585,87.27647863,69.71845056,121.5373867,102.407538,109.364657,91.92182926,17.88030546,139.212349,69.22421395,80.11070032,89.2956244,113.0243416
ENSG00000001497,351.9211471,385.7173765,305.2937651,192.1473843,224.9757529,439.9791284,272.0682419,354.3291935,399.489967,312.2205956,334.5152078,340.6343345,451.7801336,310.6997301,285.6650138,205.5250147,337.6039413,355.2192369,444.4237763,328.9874101,407.5385312,285.3664904,288.3954948,360.3567936,304.9503025,376.2061704,399.5179573,518.0888859,202.6722195,383.9797678,384.249548,387.9001162,428.0081907,488.634247,367.2582136,318.0445045,237.2445123,250.986422,210.8301606,396.2310348,337.6039413,424.5337114,422.7415077,415.0103988,360.5858309,313.3218501,309.5581646,395.9318959
ENSG00000001561,64.29328648,0,58.15119335,60.79887384,66.05248373,13.29766091,23.71539155,45.77080896,49.8288561,82.44026962,83.06753482,32.79271572,50.19779262,91.79764752,93.5799183,134.3817404,30.90740307,63.62135586,53.47837972,57.31103962,90.9440011,41.22858643,43.54330228,19.98281665,94.19314364,72.86876274,28.60626151,50.98489036,5.960947632,50.17617323,17.83750319,0,12.42240131,49.78429018,81.83471064,41.84796112,35.64813916,58.99253509,192.2274994,87.09426127,30.90740307,71.36036745,30.65195222,45.96634164,76.97319312,12.46166449,47.62433301,132.4395659
ENSG00000001617,0,0,0,121.5977477,75.48855284,322.6128169,55.99467448,21.30710072,109.1080125,438.5120724,93.54452119,238.9769158,47.55580353,42.36814501,9.850517716,86.95289085,32.09614934,150.2170902,217.601683,219.3249401,548.3991645,217.4605833,119.9018469,91.25486271,89.48348646,136.4171023,206.0620532,294.0643676,393.4225437,217.6061408,57.22865608,15.94110067,433.6547368,110.503858,117.7621446,69.04913585,133.9878334,91.17028151,115.3364996,249.3192864,32.09614934,184.4484074,351.8588682,319.1377434,72.84040423,336.4649413,107.1547493,146.3075832
ENSG00000001626,5278.817206,4357.400988,6837.611151,110.6998363,2407.190892,334.7541594,2767.454441,2831.47694,2806.739188,1.169365526,8353.899921,778.4170893,12705.32551,4707.571668,6171.349349,8153.80972,5994.84745,1845.01932,285.8327192,3803.469187,696.7814821,3000.794369,3867.781155,3159.949407,4568.956174,31.3505142,533.3370789,2453.969723,0,544.5435221,1360.852848,727.9769304,1483.347648,2256.695974,3047.843979,916.4703485,5834.00236,5283.585961,12251.71268,1466.246245,5994.84745,5689.477432,2517.930159,727.581522,5733.72799,133.5178339,404.8068306,9900.3776
ENSG00000001629,717.3777229,216.9660243,319.8315634,1620.92092,828.3875404,585.6752392,937.4167269,764.6881703,558.4268356,769.4425164,723.6604159,617.7327823,467.6320681,607.2767451,379.2449321,735.1471681,733.4564498,1005.570875,1568.084444,756.0648688,919.6968532,1579.620743,1187.659346,1134.357892,1103.825902,1004.063766,784.9752098,761.6833621,2545.324639,964.4388666,1440.378383,159.4110067,739.6975328,961.4411184,1077.324026,774.1872807,613.3938427,936.3724206,838.3599327,1083.414327,733.4564498,918.0087948,996.1884472,1023.079433,969.6555939,845.6129478,1065.594451,1043.568307
ENSG00000001630,0,30.13417004,9.691865558,14.33935704,16.88559735,119.100789,5.27008701,39.45759393,12.02765492,5.846827632,36.66945231,49.18907358,10.56795634,18.83028667,0,0,47.54985088,12.37081919,106.9567594,80.45588254,26.6677898,2.425210967,41.65011523,7.993126661,18.83862873,17.79353509,20.84863127,22.14495238,5.960947632,84.50723913,0,0,62.67666117,37.69793071,13.97177986,16.73918445,19.66793885,1.072591547,16.1223064,29.19093372,47.54985088,32.65643934,26.82045819,0,28.41292364,133.5178339,5.953041627,12.94348288
ENSG00000001631,889.9544392,675.0054089,804.4248413,895.3494534,608.8747749,233.5763047,843.8726825,461.653849,457.050887,623.2718256,820.1983618,452.5394769,760.8928565,845.0091143,728.938311,667.9562979,504.0284193,987.8982757,658.9519892,597.9084422,679.0029556,766.3666654,672.0814048,885.2387777,818.8916425,712.5887147,516.8521147,584.0087442,846.4545637,597.8887169,586.4079175,212.5480089,492.9434703,578.9941725,722.0416237,469.7433636,608.476858,633.9016044,1092.596303,642.6790818,504.0284193,686.389975,908.0640846,516.1363505,955.7074314,487.7851531,1119.171826,965.6762762
ENSG00000002016,351.9211471,494.2003886,547.590404,87.18329079,147.0040239,178.0730244,148.879958,309.3475364,260.3128172,248.4901744,107.0149322,143.0582223,245.7049849,774.3955393,551.6289921,529.6221534,255.5804485,378.1936154,95.89226708,227.5909554,126.5010542,276.4740502,174.1732091,212.4839504,149.5316155,350.7868346,195.3953116,216.8145338,643.7823442,146.831328,121.1463759,302.8809127,204.4049671,144.7485431,118.2611367,200.8702134,263.0586821,186.6309292,305.0836441,202.4223765,255.5804485,270.9274968,81.73853926,181.2387185,179.7763168,119.2759316,259.5526149,170.34548
ENSG00000002079,10.15157155,0,0,1.720722844,0,7.51606921,0,7.102366907,4.295591043,0,0,0,0,16.47650084,78.80414173,0,0,0,1.844082059,0,6.83789482,0,0,0,5.887071478,2.541933584,0.48485189,0,0,0,0.7432293,0,0,0.287770463,0.498992138,8.369592224,0,1.072591547,0,0.957079794,0,1.209497753,0.638582338,1.313324047,0.516598612,0,3.571824976,0
ENSG00000002330,152.2735733,18.08050202,125.9942522,92.9190336,59.09959071,165.9316818,59.28847886,35.51183454,142.6136226,70.74661435,87.55767184,103.7069635,68.69171621,70.61357501,315.2165669,142.2865487,146.2157915,91.89751402,151.2147289,165.8713743,121.7145278,23.44370601,34.70842936,53.28751107,49.45140041,163.5310606,174.0618285,125.6597298,411.3053866,111.9720918,61.68803188,79.70550333,232.0730427,121.4391356,99.7984276,212.3784027,111.8614022,95.46064769,8.681241906,102.407538,146.2157915,89.50283375,28.09762287,115.5725161,109.5189056,192.2656808,89.2956244,64.71741439
ENSG00000002549,165.809002,171.7647692,145.3779834,509.333962,323.8061609,460.7928585,339.9206122,291.9861951,317.014619,577.6665701,178.1087684,301.2830757,190.2232141,235.3785834,236.4124252,201.5726106,368.5113443,316.3395194,586.4180949,347.1726438,655.0703237,375.0992962,509.8983804,275.7628698,326.732467,529.5694966,507.1550769,464.5290011,494.7586534,381.8670868,406.546427,15.94110067,381.1418585,576.1164679,950.0810308,190.4082231,421.631439,367.8989007,271.5988539,540.7500837,368.5113443,767.4263245,431.0430781,299.4378827,403.4635156,348.9266058,439.3344721,696.4056056
ENSG00000002586,101.5157155,283.2611984,116.3023867,924.0281675,434.555814,533.0627547,277.9970898,410.3589769,347.9428745,662.4455707,228.2486317,464.4268363,190.2232141,242.4399409,211.7861309,320.1447345,288.8653441,245.649124,612.8499377,605.0723221,382.9221099,463.2152946,646.8389107,707.3917095,442.7077751,432.1287093,521.2157817,475.3439778,0,631.6916125,567.0839557,111.5877047,510.4477631,854.966047,707.5708517,272.0117473,452.3625934,345.3744782,403.0576599,661.8206777,288.8653441,391.8772721,360.1604386,433.3969355,574.457656,733.4579674,370.2791892,618.5135747
ENSG00000002587,3.383857183,0,19.38373112,275.3156551,125.6487097,298.3301317,96.17908794,149.1497051,77.32063878,35.08096579,22.45068509,274.2290852,84.54365072,58.84464584,177.3093189,27.66682891,103.4209257,286.2961014,911.5912313,177.9948634,129.9200016,219.8857943,205.0952644,109.2393977,155.418687,88.96767544,69.81867215,112.2697586,250.3598005,797.5370693,144.1864841,138.1562058,312.2539967,254.9646306,351.2904652,194.5930192,266.7464206,139.4369011,66.96958042,231.6133102,103.4209257,140.9064883,369.7391737,572.6092845,140.5148223,569.6760912,257.1713983,75.81182829
ENSG00000002726,6.767714367,0,125.9942522,58.50457671,151.9703761,359.6150037,163.3726973,76.54773222,430.4182225,0.584682763,81.57082248,195.9364764,55.48177079,75.32114668,123.1314714,3.95240413,197.3318812,220.9074856,441.3503062,164.2181712,454.7200055,327.4034805,197.5225162,131.220496,233.7167377,272.8342047,158.0617161,149.8646777,768.9622445,415.6699825,219.9958727,547.3111229,900.6240952,229.0652889,184.6270911,708.276742,194.2208961,199.5020278,35.96514504,264.1540232,197.3318812,109.4595467,181.357384,102.4392757,222.137403,528.7306221,273.8399148,52.698466
ENSG00000002745,0,0,19.38373112,0,3.973081728,0,1.976282629,21.30710072,18.90060059,8.770241448,5.238493187,9.837814715,0,44.72193084,19.70103543,19.76202065,13.07620899,5.301779655,3.688164119,29.75765519,8.889263265,45.27060471,0,13.98797166,2.943535739,52.53329407,6.787926459,15.96496567,83.45326685,6.338042935,81.01199367,286.939812,7.340509867,11.798589,7.48488207,69.04913585,19.66793885,28.95997177,12.40177415,10.04933784,13.07620899,4.233242137,15.32597611,131.3324047,1.549795835,3.56047557,27.38399148,5.316073325
ENSG00000002746,0,57.25492308,0,188.7059386,126.6419801,83.83307965,2.635043505,101.8005923,41.23767401,2.338731053,20.20561658,210.2832895,0,18.83028667,0,3.95240413,21.3974329,166.1224292,127.8563561,77.14947641,76.58442198,261.1143807,88.34872927,96.58361382,107.1447009,18.64084628,105.2128601,150.8946755,0,248.7681852,312.8995352,69.07810289,424.6202631,173.8133599,108.7802861,78.4649271,38.10663151,38.6132957,39.68567729,147.3902883,21.3974329,64.10338093,111.7519091,81.42609091,108.4857084,165.562114,41.67129139,124.1187555
ENSG00000002822,98.13185832,99.44276113,24.22966389,105.5376678,212.5598725,777.0459245,194.3344585,484.5392534,184.7104149,264.8612917,220.0167138,527.1429052,372.520461,80.02871835,216.7113898,75.09567846,269.8454037,311.0377398,674.3193397,422.1178495,327.5351619,212.6101614,514.9468792,377.6752347,397.3773247,251.6514248,435.3969972,495.4289346,619.9385537,475.8813904,289.1161976,180.6658076,642.5769407,425.324745,393.7047969,301.3053201,266.7464206,258.4945629,187.2667897,368.4757208,269.8454037,406.3912451,185.8274603,404.5038065,259.332503,450.4001596,296.461473,315.4973952
ENSG00000002834,98.13185832,120.5366802,145.3779834,396.3398285,271.6594632,739.4655784,143.609871,325.9197259,310.1416733,354.3177545,248.4542483,536.160902,240.4210067,181.2415092,123.1314714,130.4293363,414.8724489,397.6334741,991.5014539,808.9673669,696.0976926,465.6405056,607.0819825,414.9764925,451.5383823,335.5352331,687.0351281,641.1736212,584.1728679,591.5506739,695.6626246,286.939812,937.8912992,851.8005719,702.5809303,380.8164462,314.6870215,308.9063656,399.3371277,690.5330715,414.8724489,544.273989,1450.22049,518.7629986,426.1938545,615.9622736,481.0057634,505.2580995
ENSG00000002919,3.383857183,189.8452712,38.76746223,1.720722844,47.18034552,69.95725957,36.89060907,53.66232774,49.8288561,25.14135882,11.97369871,31.15307993,58.12375987,77.67493251,29.55155315,23.71442478,54.68232851,38.87971747,75.60736443,52.90249811,69.06273768,29.91093525,47.32967639,57.2840744,35.91113601,78.7999411,78.06115428,107.1197697,0,52.81702446,12.6348981,58.45070244,64.93527959,63.30950196,59.38006442,44.9865582,46.71135476,101.896197,59.52851593,42.59005084,54.68232851,46.5656635,115.5834032,34.14642522,50.11006532,8.901188924,23.81216651,52.46733238
ENSG00000002933,27.07085747,0,33.92152945,68.82891378,140.5477661,365.3965954,137.0222623,37.09013829,168.3871689,73.0853454,130.9623297,146.7474028,5.28397817,58.84464584,73.87888287,31.61923304,185.4444184,157.2861298,328.2466066,170.2799158,141.5444228,154.4050982,167.2315233,164.5251904,106.5559937,357.5653241,314.1840247,264.7094308,238.4379053,287.324613,165.7401338,265.6850111,296.4436677,172.3745076,254.4859904,340.0146841,208.9718502,204.8649855,71.93029008,328.7569093,185.4444184,194.1243894,54.27949873,206.1918754,192.1746835,402.3337394,244.0747067,154.6283937
ENSG00000003056,159.0412876,177.7916032,198.6832439,391.7512343,342.1816639,475.8249969,237.8126763,231.2215004,178.6965874,384.7212582,335.263564,295.1344415,166.4453124,178.8877234,192.0850955,205.5250147,252.0142097,367.5900561,638.0523925,318.517124,486.1743217,465.6405056,592.5675485,385.6683614,518.6509972,409.251307,366.5480288,401.6991362,23.84379053,360.740277,464.5183123,69.07810289,423.4909539,794.8220201,611.7643612,318.0445045,197.9086346,321.7774641,405.5380148,377.0894389,252.0142097,434.2096935,460.4178657,509.5697302,452.0237851,535.8515732,459.5748136,469.6635216
ENSG00000003096,81.2125724,6.026834008,0,79.15325085,61.08613157,2.89079585,61.26476149,11.83727818,32.64649193,42.09715895,65.85534292,35.66207834,66.04972713,37.66057334,19.70103543,102.7625074,51.1160897,56.55231632,16.59673853,62.82171651,31.45431617,4.042018278,54.27136227,10.65750221,41.79820749,21.18277987,39.75785498,52.52988704,0,51.23251372,3.716146499,0,6.211200657,70.50376355,46.90526097,13.60058736,61.46230889,20.3792394,71.93029008,47.37544981,51.1160897,36.88968148,42.78501664,5.253296188,51.65986116,8.901188924,38.09946641,83.43923784
ENSG00000003137,0,0,0,0,6.952893025,34.11139103,0,0,21.47795522,216.9173052,0,55.33770777,0,4.707571668,4.925258858,0,20.20868662,0,33.80817109,0.551067689,16.41094757,8.892440211,42.91223993,0,12.95155725,81.34187468,40.72755876,62.82986489,0,31.69021467,0,0,28.23273026,6.043179733,29.44053614,9.415791252,2.458492356,11.79850702,4.960709661,35.41195239,20.20868662,6.047488767,12.13306442,7.879944282,18.59755002,76.55022475,25.00277483,4.391538834
ENSG00000003147,304.5471465,150.6708502,319.8315634,170.9251359,255.270501,375.2253013,215.4148065,199.6554253,236.2575074,163.7111737,388.396852,123.3825929,528.397817,209.4869392,211.7861309,486.145708,349.491404,694.5331348,711.2009809,400.075142,407.5385312,447.8556252,347.7153559,623.4638795,381.4822317,276.2234494,362.6692137,233.2944983,131.1408479,386.620619,695.6626246,175.3521073,560.1373683,294.6769546,231.532352,217.6093978,228.6397891,353.9552106,658.5342075,214.8644138,349.491404,546.6929845,314.8210926,153.6589135,371.9510003,528.7306221,709.6025619,384.837482
ENSG00000003249,87.98028677,138.6171822,188.9913784,28.67871407,20.85867907,183.8546161,47.43078309,44.1925052,60.99739281,36.25033132,54.63000038,19.67562943,322.3226684,77.67493251,389.0954498,197.6202065,111.7421496,38.87971747,42.41388736,69.43452877,17.77852653,12.12605483,22.08718232,67.94157662,39.4433789,8.473111946,86.30363641,46.86489922,47.68758105,31.69021467,1.486458599,324.1357135,66.0645888,20.43170291,18.46270911,49.17135432,39.33587769,54.7021689,152.5418221,13.87765702,111.7421496,35.68018372,33.20628157,0,42.36108615,32.04428013,30.95581646,24.96243127
ENSG00000003393,165.809002,207.9257733,222.9129078,766.2952401,508.057826,307.5806784,418.3131564,466.3887602,369.4208297,443.1895345,584.4661684,422.2062149,409.5083082,275.3929426,152.6830246,272.7158849,462.4222998,1081.56305,882.7006124,842.0314283,843.1124313,836.6977835,1241.299646,1269.574951,644.0456196,668.5285326,793.2176919,913.6080354,518.602444,708.276298,929.0366247,233.8028098,1088.654079,1011.80095,655.6756694,490.6673441,401.9635002,534.1505905,889.2072067,736.9514416,462.4222998,758.9598402,839.7357744,526.6429428,896.8151897,1158.934798,816.7573112,813.821486
ENSG00000003400,13.53542873,36.16100405,24.22966389,247.2105153,131.111697,146.8524292,81.02758778,95.48737731,115.12184,84.77900067,178.8571245,89.77005928,18.4939236,42.36814501,14.77577657,23.71442478,141.4608064,159.0533896,155.517587,116.2752823,183.2555812,147.1294653,230.9688208,199.1620726,87.71736502,145.7375255,163.8799388,133.8997121,0,244.014653,117.4302294,15.94110067,224.1678782,131.5111018,209.576698,174.7152377,116.7783869,176.9776053,148.8212898,121.5491339,141.4608064,116.7165332,105.3660858,157.5988856,136.3820334,220.7494853,173.8288155,180.7464931
ENSG00000003402,287.6278606,90.40251012,266.5263028,855.1992537,869.6082633,1173.084956,517.1272879,927.2534573,948.4665023,1790.298621,783.5289095,1168.650406,842.7945182,670.8289626,413.7217441,577.0510029,1096.024063,1533.98158,1567.46975,1291.702662,1003.11917,1265.960125,2097.651258,1250.258229,1298.687968,1481.947279,1398.797702,1355.477085,262.2816958,1457.221705,958.7657967,175.3521073,1302.093519,1476.262478,1209.556943,1062.938212,972.3337267,889.1783926,1106.238254,1092.506585,1096.024063,1106.690444,1212.029277,1272.611002,1241.386464,1511.421879,991.776735,1277.475533
ENSG00000003436,670.0037223,343.5295385,169.6076473,225.4146926,251.2974193,122.569744,321.4753076,173.6134133,70.44769311,435.0039758,218.5200015,184.4590259,110.9635416,364.8368042,674.7604635,213.429823,183.0669259,273.9252822,287.0621072,268.3699644,134.0227385,117.2185301,239.1726314,250.451302,386.7805961,143.1955919,211.8802759,303.8493466,17.8828429,297.3598477,219.2526434,196.6069082,175.6075822,417.5549425,301.3912514,190.4082231,188.0746652,269.2204783,141.3802253,209.121935,183.0669259,183.2389096,186.4660427,411.0704267,340.438485,295.5194723,547.6798297,562.579238
ENSG00000003509,209.7991454,424.8917976,557.2822696,92.9190336,134.0915083,54.34696198,173.9128713,71.02366907,153.7821593,198.7921395,131.7106858,122.562775,132.0994543,677.8903201,389.0954498,237.1442478,179.5006871,203.2348868,85.44246875,120.6838238,158.6391598,183.5076298,167.8625856,91.25486271,135.9913511,137.2644135,105.697712,170.9796323,35.76568579,141.5496255,121.1463759,276.3124115,149.0688158,132.3744132,170.1563191,172.6228396,156.1142646,121.2028448,110.3757899,153.1327671,179.5006871,126.9972641,199.8762718,145.7789692,152.913189,154.8806873,194.069157,209.1759287
ENSG00000003756,690.3068654,262.1672793,421.5961518,749.0880116,831.3673517,502.9984779,703.5566159,1130.854642,685.5763305,592.8683219,841.1523346,1038.70927,988.1039178,508.4177401,467.8995915,596.8130236,952.1857639,1339.582993,731.4858835,1080.643737,1028.419381,1070.32644,1677.994794,1382.144818,1040.834237,991.3540977,1145.705016,1528.516713,697.4308729,917.9598851,1253.084599,212.5480089,1274.425444,1332.665016,1133.710138,727.1083245,1025.191312,883.8154348,1224.055109,1123.133139,952.1857639,978.4836825,784.8176934,747.2813827,1007.883891,1000.493635,564.3483462,1275.395331
ENSG00000003987,565.1041496,397.7710445,1473.163565,2.294297126,43.2072638,54.34696198,472.9903092,125.4751487,152.9230411,182.4210221,86.80931567,62.30615986,393.6563737,946.2219052,1177.136867,996.0058407,249.6367171,162.5879094,11.67918638,104.1517932,62.90863234,61.43867782,73.83429517,219.8109832,151.297737,148.2794591,116.3644536,43.77490587,286.1254863,42.78178981,110.7411657,648.2714271,15.24567434,26.47488264,39.91937104,174.7152377,206.5133579,86.87991532,169.9043059,103.8431577,249.6367171,67.12712531,114.3062385,147.0922933,90.40475702,26.70356677,111.9171826,149.7745876
ENSG00000003989,91.36414395,253.1270283,222.9129078,90.62473648,110.253018,90.77098969,335.9680469,130.9992118,176.978351,449.6210449,243.9641113,175.4410291,945.8320925,235.3785834,68.95362401,450.5740708,175.9344483,151.9843501,22.74367873,164.7692389,52.65179011,96.20003501,264.4151255,371.6803897,144.8219583,260.1245368,174.5466804,128.2347242,214.5941147,190.6694583,16.35104459,0,28.79738486,137.5542815,102.7923804,37.66316501,113.0906484,357.1729852,291.4416926,262.7184035,175.9344483,821.2489745,68.32831016,181.2387185,196.824071,112.1549804,89.2956244,462.2672457
ENSG00000004059,216.5668597,147.6574332,33.92152945,134.7899562,151.9703761,142.2271558,85.63891392,207.5469441,159.7959868,117.5212354,107.0149322,197.9860211,84.54365072,91.79764752,241.337684,150.1913569,128.3845974,151.9843501,199.1608624,192.873691,192.1448444,121.2605483,162.8140868,129.2222143,133.6365225,140.6536583,214.3045354,214.7545382,0,207.0427359,134.5245033,37.19590155,238.2842434,264.1732855,189.6170124,159.0222523,149.9680337,167.3242814,138.8998705,198.5940573,128.3845974,214.0811023,103.4503388,133.9590528,142.5812168,226.0901987,119.0608325,161.1001351
ENSG00000004139,724.1454372,756.367668,1056.413346,86.60971651,155.4468226,334.7541594,235.1776328,225.6974373,231.9619163,59.63764185,294.1039746,197.1662033,705.4110857,571.9699576,2029.206649,1213.388068,495.7071954,268.6235025,114.3330877,400.6262096,190.7772655,209.3765468,149.5617774,249.1191143,171.9024871,353.3287682,329.6992852,296.1243632,2050.565985,164.7891163,315.1292231,1163.700349,255.2238815,223.0221092,225.0454542,356.7538686,468.3427938,309.9789571,318.7255957,191.4159588,495.7071954,257.0182726,143.681026,85.36606305,235.5689669,242.1123387,326.2266811,196.694713
